ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,rsi_ok,adx_slope_ok,rsi,adx_slope,low
2025-04-17 15:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,False,51.312988966142605,-0.5608632309571107,
2025-04-18 09:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,False,58.79895158638353,-4.011492687534474,
2025-04-18 09:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,False,False,57.90733570535558,-3.4384223036009836,
2025-04-18 10:00:00-04:00,ADBE,B,reflip_disarm,SHORT,,,4.0,,,,,
2025-04-18 10:00:00-04:00,ADBE,B,flip_armed,LONG,499.0290376605475,trending,,,,,,
2025-04-18 10:15:00-04:00,ADBE,B,pullback_entry,LONG,504.891525357767,,1.0,,,66.74298930662717,1.9410313152705783,514.4107980426018
2025-04-18 15:15:00-04:00,ADBE,B,flip_armed,SHORT,529.574068564219,corrective,,,,,,
2025-04-18 15:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,True,52.17649395470137,0.4305620553152636,
2025-04-18 15:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,True,50.73172325022451,0.36905319027022543,
2025-04-21 09:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,False,False,56.83451134008576,-1.2288043072382777,
2025-04-21 09:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,4.0,False,True,57.787884236985235,0.1253638285265879,
2025-04-21 10:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,5.0,False,False,56.928195917948656,-0.08221604168747376,
2025-04-21 10:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,6.0,False,False,50.00417334327165,-1.0093929613641315,
2025-04-21 10:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,7.0,False,False,50.677112097708516,-0.7072115660159,
2025-04-21 10:45:00-04:00,ADBE,B,pullback_entry,SHORT,526.5826253562184,,8.0,,,49.609464374359625,0.664629220335101,514.4708198384632
2025-04-21 12:15:00-04:00,ADBE,B,flip_armed,LONG,518.3229942478883,corrective,,,,,,
2025-04-21 12:30:00-04:00,ADBE,B,pullback_entry,LONG,519.0590270777071,,1.0,,,64.4171172639548,4.584811882438082,527.8762053051024
2025-04-22 11:00:00-04:00,ADBE,B,flip_armed,SHORT,541.9050727385122,corrective,,,,,,
2025-04-22 11:15:00-04:00,ADBE,B,pullback_entry,SHORT,536.2011148687388,,1.0,,,38.92598748448389,2.3230595361938597,522.5747878157897
2025-04-22 13:30:00-04:00,ADBE,B,flip_armed,LONG,522.3383326329704,corrective,,,,,,
2025-04-22 13:45:00-04:00,ADBE,B,pullback_entry,LONG,527.0996860819095,,1.0,,,62.577353667616705,3.4304026830580305,536.4197331730422
2025-04-22 15:15:00-04:00,ADBE,B,flip_armed,SHORT,544.1381229115918,corrective,,,,,,
2025-04-22 15:30:00-04:00,ADBE,B,pullback_entry,SHORT,543.3619257962067,,1.0,,,48.12378434257616,0.19205131047995394,528.5333418009213
2025-04-23 10:15:00-04:00,ADBE,B,flip_armed,LONG,530.1845183850577,corrective,,,,,,
2025-04-23 10:30:00-04:00,ADBE,B,pullback_entry,LONG,532.0818279532192,,1.0,,,59.31689982301402,3.8896872928383104,543.2438705519943
2025-04-24 11:00:00-04:00,ADBE,B,flip_armed,SHORT,564.4132375216697,corrective,,,,,,
2025-04-24 11:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,True,False,49.42703566333581,-2.1443690505934754,
2025-04-24 11:30:00-04:00,ADBE,B,pullback_entry,SHORT,563.0868636106475,,2.0,,,40.56650071003849,2.0895937013654304,543.2636884891659
2025-04-24 13:45:00-04:00,ADBE,B,flip_armed,LONG,548.7856702663249,trending,,,,,,
2025-04-24 14:00:00-04:00,ADBE,B,pullback_entry,LONG,548.7856702663249,,1.0,,,55.77632077893407,0.698123151597116,556.9982998624398
2025-04-24 15:15:00-04:00,ADBE,B,flip_armed,SHORT,563.7048451685772,trending,,,,,,
2025-04-24 15:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,True,False,44.91097082821632,-0.06804298797160513,
2025-04-24 15:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,True,False,47.06026348426566,-2.786668064352906,
2025-04-25 09:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,True,False,49.279954890109885,-2.697305766802806,
2025-04-25 09:45:00-04:00,ADBE,B,pullback_entry,SHORT,560.5429976228361,,4.0,,,42.606718738592534,0.26420964829810956,545.9677563566083
2025-04-25 15:45:00-04:00,ADBE,B,flip_armed,LONG,522.7148456578532,corrective,,,,,,
2025-04-28 09:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,True,False,52.01718185506607,-2.793670527770324,
2025-04-28 09:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,False,False,46.1707777859063,-2.394574738088849,
2025-04-28 10:00:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,3.0,False,False,43.52603523921578,-4.175722307973722,
2025-04-28 10:15:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,4.0,False,False,44.95214786774734,-4.078711741993793,
2025-04-28 10:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,5.0,False,False,45.51682111483405,-3.4960386359946796,
2025-04-28 10:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,6.0,False,False,40.53798984953103,-2.8527867680381576,
2025-04-28 11:00:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,7.0,False,False,49.04934655542539,-3.0485609404283665,
2025-04-28 11:15:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,8.0,True,False,52.12115084580701,-4.107550186712711,
2025-04-28 11:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,9.0,False,False,45.54929703103969,-2.0551863475819268,
2025-04-28 11:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,10.0,False,False,46.405275286155764,-1.135358248942726,
2025-04-28 12:00:00-04:00,ADBE,B,window_expired,LONG,,,11.0,,,,,
2025-04-29 09:30:00-04:00,ADBE,B,flip_armed,SHORT,540.9509852611094,trending,,,,,,
2025-04-29 09:45:00-04:00,ADBE,B,pullback_entry,SHORT,537.863051568829,,1.0,,,36.557413483856045,4.535581700178909,525.7681019561318
2025-04-29 13:15:00-04:00,ADBE,B,flip_armed,SHORT,542.6518178986432,corrective,,,,,,
2025-04-29 13:30:00-04:00,ADBE,B,pullback_entry,SHORT,540.3946957397607,,1.0,,,45.104254688506416,1.2728477700425707,528.0172573691561
2025-04-30 11:15:00-04:00,ADBE,B,flip_armed,SHORT,543.3218856968862,corrective,,,,,,
2025-04-30 11:30:00-04:00,ADBE,B,pullback_entry,SHORT,540.3668120391152,,1.0,,,39.10478746592437,3.661685127974934,527.263317573686
2025-04-30 14:30:00-04:00,ADBE,B,flip_armed,LONG,530.6992460327095,corrective,,,,,,
2025-04-30 14:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,False,False,47.31223719676575,-2.914682042543838,
2025-04-30 15:00:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,True,False,52.428097168996196,-2.4982988936090003,
2025-04-30 15:15:00-04:00,ADBE,B,reflip_disarm,LONG,,,3.0,,,,,
2025-04-30 15:15:00-04:00,ADBE,B,flip_armed,SHORT,544.7074519290369,corrective,,,,,,
2025-04-30 15:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,True,False,47.09764084845074,-0.6560046463347575,
2025-04-30 15:45:00-04:00,ADBE,B,pullback_entry,SHORT,540.4649285704437,,2.0,,,41.515414855185206,2.166642489800328,526.1506208609577
2025-05-01 10:30:00-04:00,ADBE,B,flip_armed,LONG,523.0870304328166,corrective,,,,,,
2025-05-01 10:45:00-04:00,ADBE,B,pullback_entry,LONG,527.0277159368993,,1.0,,,61.0729083395567,2.7592717611818394,536.7799224588186
2025-05-01 15:15:00-04:00,ADBE,B,flip_armed,SHORT,558.1575955112155,corrective,,,,,,
2025-05-01 15:30:00-04:00,ADBE,B,pullback_entry,SHORT,554.9912572862667,,1.0,,,42.35526255081729,2.5641875793916142,540.3804397429403
2025-05-02 13:30:00-04:00,ADBE,B,flip_armed,LONG,524.724284061619,corrective,,,,,,
2025-05-02 13:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,False,False,49.75565911479501,-1.3262976491557268,
2025-05-02 14:00:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,False,False,49.25430112483078,-1.1368265564191944,
2025-05-02 14:15:00-04:00,ADBE,B,pullback_entry,LONG,529.7492199924098,,3.0,,,58.73497024129127,2.810249688739731,536.6157207959875
2025-05-06 14:45:00-04:00,ADBE,B,flip_armed,SHORT,574.8525173908155,corrective,,,,,,
2025-05-06 15:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,False,51.908536447738605,-1.6977723281540165,
2025-05-06 15:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,True,False,45.76255909568032,-1.4552334241320182,
2025-05-06 15:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,True,False,45.5782941863041,-0.20743804582580694,
2025-05-06 15:45:00-04:00,ADBE,B,pullback_entry,SHORT,572.975771256003,,4.0,,,41.32641909142768,2.588710939457812,558.5222443309391
2025-05-07 11:00:00-04:00,ADBE,B,flip_armed,LONG,563.1322755099557,corrective,,,,,,
2025-05-07 11:15:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,True,False,50.07979811909691,-3.8086556918505217,
2025-05-07 11:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,True,False,57.791459896142186,-4.480496101980645,
2025-05-07 11:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,3.0,True,False,58.71947134423796,-3.840425230269126,
2025-05-07 12:00:00-04:00,ADBE,B,pullback_entry,LONG,565.53184820935,,4.0,,,61.14455473814953,0.09516073850243956,573.9780182933547
2025-05-08 11:15:00-04:00,ADBE,B,flip_armed,SHORT,587.3914409858725,trending,,,,,,
2025-05-08 11:30:00-04:00,ADBE,B,pullback_entry,SHORT,583.9078060032502,,1.0,,,44.466690518944766,4.669818555177397,571.7727374710038
2025-05-08 15:45:00-04:00,ADBE,B,flip_armed,SHORT,593.1832283463697,trending,,,,,,
2025-05-09 09:30:00-04:00,ADBE,B,pullback_entry,SHORT,588.1581160494345,,1.0,,,39.790085777628974,0.8952277870572232,569.1364893957942
2025-05-09 13:30:00-04:00,ADBE,B,flip_armed,LONG,545.8205031518935,corrective,,,,,,
2025-05-09 13:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,False,False,42.95562511051086,-4.763309730549587,
2025-05-09 14:00:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,False,False,39.25793314052386,-3.0890264424219964,
2025-05-09 14:15:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,3.0,False,False,37.78573544823901,-1.4041075244355206,
2025-05-09 14:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,4.0,False,False,42.30959031612994,-3.1077577611364546,
2025-05-09 14:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,5.0,False,True,49.98660334473506,0.02818631837109109,
2025-05-09 15:00:00-04:00,ADBE,B,pullback_entry,LONG,550.9303757441446,,6.0,,,55.84338828155142,1.9480961717956014,560.6407110199159
2025-05-12 12:45:00-04:00,ADBE,B,flip_armed,SHORT,586.7668806273742,corrective,,,,,,
2025-05-12 13:00:00-04:00,ADBE,B,pullback_entry,SHORT,580.998999852127,,1.0,,,42.91524831278381,0.5172876333708061,564.9781476785953
2025-05-14 09:45:00-04:00,ADBE,B,flip_armed,SHORT,577.0649396858213,corrective,,,,,,
2025-05-14 10:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,True,False,49.235319435463616,-1.8284186888303928,
2025-05-14 10:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,True,False,47.8137870154726,-1.5672160189974793,
2025-05-14 10:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,False,True,52.462593556955284,0.5442922930863503,
2025-05-14 10:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,4.0,False,True,51.19936613509102,1.1013531417979046,
2025-05-14 11:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,5.0,False,True,52.83388098081189,0.42793184399068274,
2025-05-14 11:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,6.0,False,True,54.82620650011036,1.9183201472365567,
2025-05-14 11:30:00-04:00,ADBE,B,reflip_disarm,SHORT,,,7.0,,,,,
2025-05-14 11:30:00-04:00,ADBE,B,flip_armed,LONG,566.9218910715554,trending,,,,,,
2025-05-14 11:45:00-04:00,ADBE,B,pullback_entry,LONG,570.5327523087848,,1.0,,,60.48953077595513,4.696187461977267,579.4793421877636
2025-05-15 10:00:00-04:00,ADBE,B,flip_armed,SHORT,596.1967170735285,trending,,,,,,
2025-05-15 10:15:00-04:00,ADBE,B,pullback_entry,SHORT,592.261990891749,,1.0,,,42.56663182925751,3.1327981998655403,578.1609098043807
2025-05-15 13:15:00-04:00,ADBE,B,flip_armed,LONG,577.4958801994821,trending,,,,,,
2025-05-15 13:30:00-04:00,ADBE,B,pullback_entry,LONG,578.8116627304764,,1.0,,,62.78877913839546,2.3335145347622372,584.6452012565212
2025-05-16 14:00:00-04:00,ADBE,B,flip_armed,LONG,558.1033797988489,corrective,,,,,,
2025-05-16 14:15:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,False,False,48.53478686064111,-4.38457620670431,
2025-05-16 14:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,True,False,50.64971867924593,-1.8448998395815082,
2025-05-16 14:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,3.0,False,False,49.01450200998215,-2.870731890830971,
2025-05-16 15:00:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,4.0,False,False,46.627629889910104,-3.4638536819871995,
2025-05-16 15:15:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,5.0,False,False,49.03544769897391,-2.0923757558247082,
2025-05-16 15:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,6.0,False,True,38.20262729071713,2.96043091837009,
2025-05-16 15:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,7.0,False,True,41.50941180350517,2.647198343756699,
2025-05-19 09:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,8.0,True,False,55.40079607651351,-1.308127608944364,
2025-05-19 09:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,9.0,True,False,53.99452162817665,-0.5638197293312253,
2025-05-19 10:00:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,10.0,True,False,52.28188276193442,-2.1498888519080417,
2025-05-19 10:15:00-04:00,ADBE,B,window_expired,LONG,,,11.0,,,,,
2025-05-19 11:00:00-04:00,ADBE,B,flip_armed,SHORT,571.3191349544188,trending,,,,,,
2025-05-19 11:15:00-04:00,ADBE,B,pullback_entry,SHORT,566.4344822267248,,1.0,,,31.682378240694973,5.671753558650238,551.2925009071735
2025-05-19 15:30:00-04:00,ADBE,B,flip_armed,LONG,545.7664073827965,trending,,,,,,
2025-05-19 15:45:00-04:00,ADBE,B,pullback_entry,LONG,548.4341823660827,,1.0,,,53.79687657014088,2.3873388358498495,556.2213577350185
2025-05-20 14:15:00-04:00,ADBE,B,flip_armed,SHORT,574.7628562663018,trending,,,,,,
2025-05-20 14:30:00-04:00,ADBE,B,pullback_entry,SHORT,572.3889859156523,,1.0,,,47.18599907267856,0.5795002273933498,558.8978367367023
2025-05-20 15:30:00-04:00,ADBE,B,flip_armed,LONG,557.7230349834101,trending,,,,,,
2025-05-20 15:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,True,False,52.90121886487563,-0.7168952925945788,
2025-05-21 09:30:00-04:00,ADBE,B,pullback_entry,LONG,558.3931816628797,,2.0,,,59.79203712895974,0.7875191808525521,567.0854969809466
2025-05-22 09:30:00-04:00,ADBE,B,flip_armed,LONG,586.2738857432946,trending,,,,,,
2025-05-22 09:45:00-04:00,ADBE,B,pullback_entry,LONG,590.6449995685568,,1.0,,,63.88098561929081,1.7971809154470577,600.9472691327526
2025-05-23 11:15:00-04:00,ADBE,B,flip_armed,SHORT,612.9566588431953,trending,,,,,,
2025-05-23 11:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,True,50.87620466139763,2.1383933547840606,
2025-05-23 11:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,True,51.65262656859588,0.1556553551753872,
2025-05-23 12:00:00-04:00,ADBE,B,pullback_entry,SHORT,612.9566588431953,,3.0,,,46.754234753690284,2.142248596192463,599.9334813754222
2025-05-27 10:15:00-04:00,ADBE,B,flip_armed,LONG,557.8470646851764,corrective,,,,,,
2025-05-27 10:30:00-04:00,ADBE,B,pullback_entry,LONG,561.1396349377098,,1.0,,,54.21244223363815,0.6956697547831112,569.2769991890356
2025-05-28 10:45:00-04:00,ADBE,B,flip_armed,SHORT,576.9192886589295,corrective,,,,,,
2025-05-28 11:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,False,55.62995619338725,-2.250275028537331,
2025-05-28 11:15:00-04:00,ADBE,B,reflip_disarm,SHORT,,,2.0,,,,,
2025-05-28 11:15:00-04:00,ADBE,B,flip_armed,LONG,564.030053154798,trending,,,,,,
2025-05-28 11:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,True,False,52.04867247689675,-2.6483964896258243,
2025-05-28 11:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,False,True,48.93229813953844,0.7040809278972482,
2025-05-28 12:00:00-04:00,ADBE,B,pullback_entry,LONG,564.030053154798,,3.0,,,51.603606631169896,1.3523404318367227,568.6030368034461
2025-05-28 13:00:00-04:00,ADBE,B,flip_armed,SHORT,575.3736296988385,trending,,,,,,
2025-05-28 13:15:00-04:00,ADBE,B,pullback_entry,SHORT,572.0299154568197,,1.0,,,37.77685363886547,4.227228215080693,558.7275582961975
2025-05-30 14:30:00-04:00,ADBE,B,flip_armed,SHORT,575.2277969684197,corrective,,,,,,
2025-05-30 14:45:00-04:00,ADBE,B,pullback_entry,SHORT,573.7050932350367,,1.0,,,37.25126812626902,3.4178502770233976,562.4006435347969
2025-05-30 15:30:00-04:00,ADBE,B,flip_armed,LONG,560.4043212693003,corrective,,,,,,
2025-05-30 15:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,True,False,53.20866493147625,-2.900616978939702,
2025-06-02 09:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,False,False,48.220064510353865,-3.8855572438136647,
2025-06-02 09:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,3.0,True,False,57.30430005057575,-2.0463416412489366,
2025-06-02 10:00:00-04:00,ADBE,B,pullback_entry,LONG,564.1078445915954,,4.0,,,58.94310869626154,0.010261636040684863,573.2704245850027
2025-06-04 12:00:00-04:00,ADBE,B,flip_armed,SHORT,657.3983454309836,trending,,,,,,
2025-06-04 12:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,False,59.82943008851303,-3.7421607557418994,
2025-06-04 12:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,False,64.6899529456506,-3.859864717575814,
2025-06-04 12:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,False,False,63.0147182634752,-2.9191855280495282,
2025-06-04 13:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,4.0,False,False,64.75497010318564,-2.3550491635150763,
2025-06-04 13:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,5.0,False,False,61.17204449354152,-2.4624539916499373,
2025-06-04 13:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,6.0,False,False,61.29974525846904,-2.1106748499856636,
2025-06-04 13:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,7.0,False,False,60.336761472060594,-2.6615981988365647,
2025-06-04 14:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,8.0,False,True,64.7201708656864,0.884017116128387,
2025-06-04 14:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,9.0,False,True,62.20186033320077,0.757728956681472,
2025-06-04 14:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,10.0,False,False,62.41903612022812,-0.06635817271538613,
2025-06-04 14:45:00-04:00,ADBE,B,window_expired,SHORT,,,11.0,,,,,
2025-06-05 10:30:00-04:00,ADBE,B,flip_armed,LONG,641.7614140083898,corrective,,,,,,
2025-06-05 10:45:00-04:00,ADBE,B,pullback_entry,LONG,641.8790108406582,,1.0,,,54.98108062191867,2.473084969935858,651.075999861044
2025-06-06 13:30:00-04:00,ADBE,B,flip_armed,SHORT,677.8551110979363,corrective,,,,,,
2025-06-06 13:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,False,54.64594185982067,-3.477762754834796,
2025-06-06 14:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,False,54.3412568180102,-2.9809395041441107,
2025-06-06 14:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,False,False,54.559195655828546,-2.2660823975423092,
2025-06-06 14:30:00-04:00,ADBE,B,pullback_entry,SHORT,677.8551110979363,,4.0,,,44.096336648482406,2.899171170395249,664.5204888028793
2025-06-09 14:00:00-04:00,ADBE,B,flip_armed,LONG,666.0117884491714,corrective,,,,,,
2025-06-09 14:15:00-04:00,ADBE,B,pullback_entry,LONG,670.7098833319728,,1.0,,,67.02661285121064,6.455703727811404,679.2656750487097
2025-06-12 13:15:00-04:00,ADBE,B,flip_armed,SHORT,712.7776355184712,corrective,,,,,,
2025-06-12 13:30:00-04:00,ADBE,B,pullback_entry,SHORT,709.7819757235094,,1.0,,,42.29278080129462,3.9186740005929153,696.2862048473044
2025-06-16 15:15:00-04:00,ADBE,B,flip_armed,LONG,667.1886796479321,trending,,,,,,
2025-06-16 15:30:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,1.0,False,True,48.61327891718411,2.74025389215619,
2025-06-16 15:45:00-04:00,ADBE,B,pullback_gate_fail,LONG,,,2.0,False,False,46.48015988962754,-0.5369446207303099,
2025-06-17 09:30:00-04:00,ADBE,B,reflip_disarm,LONG,,,3.0,,,,,
2025-06-17 09:30:00-04:00,ADBE,B,flip_armed,SHORT,685.0233525903473,trending,,,,,,
2025-06-17 09:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,True,False,41.400301826142396,-3.305711225891656,
2025-06-17 10:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,True,False,42.93412463332748,-3.935958791408936,
2025-06-17 10:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,True,False,49.38165579636769,-1.5597847244008882,
2025-06-17 10:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,4.0,False,True,51.04381299582841,0.48038661629875534,
2025-06-17 10:45:00-04:00,ADBE,B,pullback_entry,SHORT,682.0572652553719,,5.0,,,47.27700058550559,0.41175995682750255,674.0059009713415
2025-06-17 14:30:00-04:00,ADBE,B,flip_armed,LONG,661.4288705730708,corrective,,,,,,
2025-06-17 14:45:00-04:00,ADBE,B,pullback_entry,LONG,663.6480316479658,,1.0,,,54.03972723140482,0.7594224979489042,675.7617831264796
2025-06-19 09:30:00-04:00,ADBE,B,flip_armed,SHORT,738.9928376002864,corrective,,,,,,
2025-06-19 09:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,False,58.06101512710976,-5.3922401045804165,
2025-06-19 10:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,False,64.87738751045451,-0.22422076180810535,
2025-06-19 10:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,False,True,64.13755534067306,0.41100215007636365,
2025-06-19 10:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,4.0,False,False,55.93499058639911,-3.102869904485658,
2025-06-19 10:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,5.0,False,False,58.073735082013684,-2.6596027752734237,
2025-06-19 11:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,6.0,False,False,56.1421664846474,-2.279659521662932,
2025-06-19 11:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,7.0,False,False,62.65434309678179,-0.6387923671310247,
2025-06-19 11:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,8.0,False,False,62.890042671363595,-0.547536314683736,
2025-06-19 11:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,9.0,False,False,56.751538843965015,-2.1218226782300533,
2025-06-19 12:00:00-04:00,ADBE,B,reflip_disarm,SHORT,,,10.0,,,,,
2025-06-19 12:00:00-04:00,ADBE,B,flip_armed,LONG,720.4391119871163,corrective,,,,,,
2025-06-19 12:15:00-04:00,ADBE,B,pullback_entry,LONG,724.3461715564988,,1.0,,,63.37861146830934,0.7532641085910399,737.4282419168953
2025-06-20 11:30:00-04:00,ADBE,B,flip_armed,SHORT,769.0017883329076,corrective,,,,,,
2025-06-20 11:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,True,False,45.231782731857884,-1.4748377219077184,
2025-06-20 12:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,False,50.22796659726773,-1.2641466187780424,
2025-06-20 12:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,True,False,48.751616751995826,-1.3590728853037248,
2025-06-20 12:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,4.0,True,False,49.32163108904827,-1.0379022893989927,
2025-06-20 12:45:00-04:00,ADBE,B,pullback_entry,SHORT,760.8553346987998,,5.0,,,44.93052577810218,1.2949459003533832,744.3911381132878
2025-06-23 11:00:00-04:00,ADBE,B,flip_armed,LONG,745.3405388328157,corrective,,,,,,
2025-06-23 11:15:00-04:00,ADBE,B,pullback_entry,LONG,747.3203088138953,,1.0,,,58.88849935880171,3.05017483951665,757.8879668985242
2025-06-23 15:30:00-04:00,ADBE,B,flip_armed,SHORT,785.275270066925,corrective,,,,,,
2025-06-23 15:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,1.0,False,False,56.09776667111129,-2.893245537459336,
2025-06-24 09:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,2.0,False,False,50.747281816006186,-3.289096088638658,
2025-06-24 09:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,3.0,False,False,53.860279504502195,-2.819225218833136,
2025-06-24 10:00:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,4.0,False,False,52.934248392448964,-1.8810422718501485,
2025-06-24 10:15:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,5.0,False,False,53.006999159841094,-1.8696979561341731,
2025-06-24 10:30:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,6.0,False,False,54.9275528404502,-2.0794340479476077,
2025-06-24 10:45:00-04:00,ADBE,B,pullback_gate_fail,SHORT,,,7.0,False,True,51.31650395787269,2.141099022608959,
2025-06-24 11:00:00-04:00,ADBE,B,pullback_entry,SHORT,782.3469119239463,,8.0,,,46.78918895981702,5.040306486631414,764.0724588176508
2025-06-24 14:00:00-04:00,ADBE,B,flip_armed,LONG,762.6186830522653,corrective,,,,,,
2025-06-24 14:15:00-04:00,ADBE,B,pullback_entry,LONG,763.8284072439186,,1.0,,,58.08176423006737,2.364988276514481,774.3612150710683
