ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,low,high,rsi,adx14,rsi_ok,adx_level_ok
2025-11-10,CRWD,B,window_expired,SHORT,,,16.0,,,,,,
2025-11-20,CRWD,B,flip_armed,LONG,1041.1256409575751,corrective,,,,,,,
2025-11-21,CRWD,B,no_pullback,LONG,1090.9273391332417,,1.0,1199.6024713318886,1243.8210727387468,,,,
2025-11-24,CRWD,B,no_pullback,LONG,1106.5287200252142,,2.0,1211.4766789836438,1262.5088015973993,,,,
2025-11-25,CRWD,B,no_pullback,LONG,1106.5287200252142,,3.0,1206.0470562382798,1273.8420008080782,,,,
2025-11-26,CRWD,B,no_pullback,LONG,1147.7302832381638,,4.0,1246.7068386638991,1334.5194927333712,,,,
2025-11-27,CRWD,B,no_pullback,LONG,1147.7302832381638,,5.0,1263.9048429415354,1312.3441759139914,,,,
2025-11-28,CRWD,B,no_pullback,LONG,1147.7302832381638,,6.0,1249.3274893321707,1283.348361283824,,,,
2025-12-01,CRWD,B,no_pullback,LONG,1170.2561902530097,,7.0,1270.0969917292264,1357.2349155432712,,,,
2025-12-02,CRWD,B,no_pullback,LONG,1170.2561902530097,,8.0,1275.2011190005062,1355.3171587996562,,,,
2025-12-03,CRWD,B,no_pullback,LONG,1178.417807878854,,9.0,1280.861431252038,1407.8390069402315,,,,
2025-12-04,CRWD,B,no_pullback,LONG,1238.388598837258,,10.0,1371.1134240096924,1437.570803702166,,,,
2025-12-05,CRWD,B,no_pullback,LONG,1284.362372817508,,11.0,1426.213917615269,1456.2403924914413,,,,
2025-12-08,CRWD,B,no_pullback,LONG,1284.362372817508,,12.0,1403.6763630585228,1462.0648938641505,,,,
2025-12-09,CRWD,B,no_pullback,LONG,1297.1858571702833,,13.0,1426.9387754824238,1468.7186744030714,,,,
2025-12-10,CRWD,B,no_pullback,LONG,1332.2326509637348,,14.0,1454.760382371948,1506.963780719966,,,,
2025-12-11,CRWD,B,pullback_entry,LONG,1332.2326509637348,,15.0,1413.4778307817937,,62.863737819072405,35.783687207634415,,
2026-01-13,CRWD,B,flip_armed,SHORT,1571.883786327934,trending,,,,,,,
2026-01-14,CRWD,B,pullback_gate_fail,SHORT,,,1.0,,,50.382821391925646,20.96651510399766,False,True
2026-01-15,CRWD,B,pullback_gate_fail,SHORT,,,2.0,,,55.26137737166768,19.864315097117128,False,False
2026-01-16,CRWD,B,pullback_gate_fail,SHORT,,,3.0,,,46.711427329358166,18.840843662156633,True,False
2026-01-19,CRWD,B,pullback_gate_fail,SHORT,,,4.0,,,57.691802886888134,18.810811189667366,False,False
2026-01-20,CRWD,B,pullback_gate_fail,SHORT,,,5.0,,,58.93442478734836,19.448548986268918,False,False
2026-01-21,CRWD,B,pullback_gate_fail,SHORT,,,6.0,,,59.755570209414394,19.489578997491257,False,False
2026-01-22,CRWD,B,pullback_gate_fail,SHORT,,,7.0,,,61.41094265920668,19.8963589677562,False,False
2026-01-23,CRWD,B,reflip_disarm,SHORT,,,8.0,,,,,,
2026-01-23,CRWD,B,flip_armed,LONG,1412.8813251826255,trending,,,,,,,
2026-01-26,CRWD,B,no_pullback,LONG,1412.9248287976338,,1.0,1534.918241924779,1639.0663103732272,,,,
2026-01-27,CRWD,B,no_pullback,LONG,1412.9248287976338,,2.0,1531.5735803187895,1590.6678465234618,,,,
2026-01-28,CRWD,B,pullback_entry,LONG,1412.9248287976338,,3.0,1455.3487247986145,,52.96724757491959,21.85988653554029,,
2024-09-13,GOOGL,B,flip_armed,SHORT,490.4296071306046,corrective,,,,,,,
2024-09-16,GOOGL,B,no_pullback,SHORT,477.3288982727385,,1.0,411.2622764732391,435.101410088044,,,,
2024-09-17,GOOGL,B,no_pullback,SHORT,465.35784631181684,,2.0,398.0182030448254,422.8279280769643,,,,
2024-09-18,GOOGL,B,no_pullback,SHORT,460.72165987173213,,3.0,399.9521611190827,415.0564225548423,,,,
2024-09-19,GOOGL,B,no_pullback,SHORT,460.72165987173213,,4.0,407.8873005175081,420.2036699072632,,,,
2024-09-20,GOOGL,B,pullback_entry,SHORT,460.72165987173213,,5.0,413.3271480395186,,45.30582209588601,35.658274311068126,,
2024-12-05,GOOGL,B,flip_armed,SHORT,741.1795768919815,trending,,,,,,,
2024-12-06,GOOGL,B,no_pullback,SHORT,710.3136812470641,,1.0,605.1045234855327,640.2029876734562,,,,
2024-12-09,GOOGL,B,no_pullback,SHORT,703.7551771716662,,2.0,604.0820609957566,631.7876384292192,,,,
2024-12-10,GOOGL,B,no_pullback,SHORT,701.2358243948248,,3.0,609.907708570212,628.6941367186816,,,,
2024-12-11,GOOGL,B,no_pullback,SHORT,698.1780046189793,,4.0,611.4951023745634,628.7504232666645,,,,
2024-12-12,GOOGL,B,no_pullback,SHORT,698.1780046189793,,5.0,612.1608818965755,635.0002480917358,,,,
2024-12-13,GOOGL,B,pullback_gate_fail,SHORT,,,6.0,,,55.58361033838811,33.26651816412612,False,True
2024-12-16,GOOGL,B,pullback_gate_fail,SHORT,,,7.0,,,57.871920042023845,32.93048912273238,False,True
2024-12-17,GOOGL,B,pullback_gate_fail,SHORT,,,8.0,,,53.92782152385798,32.916066730560665,False,True
2024-12-18,GOOGL,B,pullback_gate_fail,SHORT,,,9.0,,,55.52757046349752,32.90267450925836,False,True
2024-12-19,GOOGL,B,pullback_gate_fail,SHORT,,,10.0,,,56.54951771048849,32.89023887519193,False,True
2024-12-20,GOOGL,B,pullback_gate_fail,SHORT,,,11.0,,,60.6126441897823,33.2276795490274,False,True
2024-12-23,GOOGL,B,pullback_gate_fail,SHORT,,,12.0,,,50.29281765889177,32.38839824254855,False,True
2024-12-24,GOOGL,B,pullback_gate_fail,SHORT,,,13.0,,,53.50507389210178,31.281395540014824,False,True
2024-12-25,GOOGL,B,reflip_disarm,SHORT,,,14.0,,,,,,
2024-12-25,GOOGL,B,flip_armed,LONG,598.0181536433031,corrective,,,,,,,
2024-12-26,GOOGL,B,no_pullback,LONG,622.4463295611698,,1.0,690.3484166297071,714.7635983166323,,,,
2024-12-27,GOOGL,B,pullback_entry,LONG,622.4463295611698,,2.0,669.9455475733946,,58.03426134091242,31.710491465247742,,
2025-06-16,GOOGL,B,flip_armed,SHORT,1654.3929267667777,trending,,,,,,,
2025-06-17,GOOGL,B,no_pullback,SHORT,1650.1587457078201,,1.0,1429.800277286872,1506.4620701415458,,,,
2025-06-18,GOOGL,B,no_pullback,SHORT,1639.6293790396364,,2.0,1442.1841427753968,1487.0113714020495,,,,
2025-06-19,GOOGL,B,pullback_gate_fail,SHORT,,,3.0,,,57.426616640560816,35.35990912761752,False,True
2025-06-20,GOOGL,B,pullback_gate_fail,SHORT,,,4.0,,,57.329104464536734,34.42818503611172,False,True
2025-06-23,GOOGL,B,pullback_gate_fail,SHORT,,,5.0,,,60.376085806640475,34.45569844707472,False,True
2025-06-24,GOOGL,B,pullback_gate_fail,SHORT,,,6.0,,,65.14689474439209,34.97450905275466,False,True
2025-06-25,GOOGL,B,pullback_gate_fail,SHORT,,,7.0,,,61.942945064895795,35.456261758028894,False,True
2025-06-26,GOOGL,B,pullback_gate_fail,SHORT,,,8.0,,,63.67583064868198,35.770474441414784,False,True
2025-06-27,GOOGL,B,pullback_gate_fail,SHORT,,,9.0,,,63.84836314272913,36.08888893864991,False,True
2025-06-30,GOOGL,B,reflip_disarm,SHORT,,,10.0,,,,,,
2025-06-30,GOOGL,B,flip_armed,LONG,1498.4905156493296,trending,,,,,,,
2025-07-01,GOOGL,B,no_pullback,LONG,1498.4905156493296,,1.0,1646.089496741657,1691.9523297471044,,,,
2025-07-02,GOOGL,B,no_pullback,LONG,1498.4905156493296,,2.0,1624.3477281902094,1693.0876113204172,,,,
2025-07-03,GOOGL,B,pullback_entry,LONG,1498.4905156493296,,3.0,1540.325416835688,,51.47189938925985,36.64612823619788,,
2025-08-28,GOOGL,B,flip_armed,SHORT,2249.014501701986,corrective,,,,,,,
2025-08-29,GOOGL,B,no_pullback,SHORT,2153.735663179935,,1.0,1865.4772854472503,1944.5923908723178,,,,
2025-09-01,GOOGL,B,pullback_entry,SHORT,2153.735663179935,,2.0,1920.2908043019095,,46.19252487537864,22.004696513032346,,
2025-10-21,GOOGL,B,flip_armed,LONG,1534.4463275668368,trending,,,,,,,
2025-10-22,GOOGL,B,no_pullback,LONG,1581.4623421553745,,1.0,1748.8493440460293,1822.413404415972,,,,
2025-10-23,GOOGL,B,pullback_entry,LONG,1581.4623421553745,,2.0,1703.072663473198,,50.24458116996179,21.2858575969928,,
2025-11-27,GOOGL,B,flip_armed,SHORT,2236.9121728330083,corrective,,,,,,,
2025-11-28,GOOGL,B,no_pullback,SHORT,2179.217297450691,,1.0,1895.218282877781,1981.4751481387814,,,,
2025-12-01,GOOGL,B,no_pullback,SHORT,2135.699787411949,,2.0,1874.8426768121851,1933.6074592809787,,,,
2025-12-02,GOOGL,B,pullback_gate_fail,SHORT,,,3.0,,,55.73308256594601,28.140384088670398,False,True
2025-12-03,GOOGL,B,pullback_gate_fail,SHORT,,,4.0,,,56.966531114607086,27.883716510663184,False,True
2025-12-04,GOOGL,B,pullback_gate_fail,SHORT,,,5.0,,,60.289515745336146,27.619662654414785,False,True
2025-12-05,GOOGL,B,pullback_gate_fail,SHORT,,,6.0,,,61.15389522363532,27.39761540486827,False,True
2025-12-08,GOOGL,B,reflip_disarm,SHORT,,,7.0,,,,,,
2025-12-08,GOOGL,B,flip_armed,LONG,1892.9036151608077,corrective,,,,,,,
2025-12-09,GOOGL,B,pullback_entry,LONG,1979.5753223573442,,1.0,2133.236196574228,,70.4665045891525,28.6027462202719,,
2026-01-08,GOOGL,B,flip_armed,SHORT,2889.613656154106,trending,,,,,,,
2026-01-09,GOOGL,B,no_pullback,SHORT,2869.56731935831,,1.0,2512.9460351561656,2610.2471328241586,,,,
2026-01-12,GOOGL,B,no_pullback,SHORT,2844.9197547808158,,2.0,2493.3306218111256,2592.551249995601,,,,
2026-01-13,GOOGL,B,no_pullback,SHORT,2779.3117212202374,,3.0,2366.5326387121445,2554.530166069992,,,,
2026-01-14,GOOGL,B,no_pullback,SHORT,2724.6030970729553,,4.0,2349.97778797516,2466.941817510551,,,,
2026-01-15,GOOGL,B,no_pullback,SHORT,2674.5231618599623,,5.0,2347.3470482910634,2404.2099131868085,,,,
2026-01-16,GOOGL,B,no_pullback,SHORT,2674.5231618599623,,6.0,2330.211024436706,2430.995581050835,,,,
2026-01-19,GOOGL,B,no_pullback,SHORT,2663.8156084135176,,7.0,2321.4012324523305,2425.074111138966,,,,
2026-01-20,GOOGL,B,no_pullback,SHORT,2590.356473921538,,8.0,2280.309262680845,2345.012020393659,,,,
2026-01-21,GOOGL,B,pullback_entry,SHORT,2590.356473921538,,9.0,2300.778763346493,,38.31435447094693,28.86038777184633,,
2026-02-13,GOOGL,B,flip_armed,LONG,2188.144861711584,trending,,,,,,,
2026-02-16,GOOGL,B,no_pullback,LONG,2364.8065240649566,,1.0,2638.0443065321333,2722.9483927291026,,,,
2026-02-17,GOOGL,B,pullback_entry,LONG,2364.8065240649566,,2.0,2553.0390154867855,,57.16936638039993,21.374178308274086,,
2024-08-13,IWM,B,flip_armed,SHORT,322.3813792685096,corrective,,,,,,,
2024-08-14,IWM,B,no_pullback,SHORT,316.2163277891793,,1.0,277.1164806892809,290.0438686672873,,,,
2024-08-15,IWM,B,no_pullback,SHORT,314.0406461043948,,2.0,272.31919321720636,288.7844133337168,,,,
2024-08-16,IWM,B,pullback_gate_fail,SHORT,,,3.0,,,52.20539858154919,20.90360907701337,False,True
2024-08-19,IWM,B,pullback_gate_fail,SHORT,,,4.0,,,56.08861828444246,19.768939002464307,False,False
2024-08-20,IWM,B,pullback_gate_fail,SHORT,,,5.0,,,50.956676395585305,18.71531679038303,False,False
2024-08-21,IWM,B,pullback_gate_fail,SHORT,,,6.0,,,48.61922273542367,17.566204928648155,True,False
2024-08-22,IWM,B,pullback_gate_fail,SHORT,,,7.0,,,48.333641661223055,17.118863698796574,True,False
2024-08-23,IWM,B,pullback_gate_fail,SHORT,,,8.0,,,53.61786240367792,16.41410937231802,False,False
2024-08-26,IWM,B,pullback_gate_fail,SHORT,,,9.0,,,54.00276550748685,15.759694640587933,False,False
2024-08-27,IWM,B,pullback_gate_fail,SHORT,,,10.0,,,60.31237643946363,16.182522245633155,False,False
2024-08-28,IWM,B,pullback_gate_fail,SHORT,,,11.0,,,60.29037389177107,16.57514787888943,False,False
2024-08-29,IWM,B,reflip_disarm,SHORT,,,12.0,,,,,,
2024-08-29,IWM,B,flip_armed,LONG,283.5176988872992,corrective,,,,,,,
2024-08-30,IWM,B,no_pullback,LONG,291.54994869575296,,1.0,318.6073890815256,331.4298211220711,,,,
2024-09-02,IWM,B,no_pullback,LONG,292.6163077851026,,2.0,319.2516538113869,333.1974327680132,,,,
2024-09-03,IWM,B,pullback_entry,LONG,292.6163077851026,,3.0,314.5561194639775,,62.59223884440323,21.507700844850323,,
2024-10-23,IWM,B,flip_armed,SHORT,396.82977232974423,trending,,,,,,,
2024-10-24,IWM,B,no_pullback,SHORT,387.4634234130898,,1.0,336.54499083722675,351.7365882864657,,,,
2024-10-25,IWM,B,no_pullback,SHORT,382.1053775180604,,2.0,330.4855432444626,347.3248283211007,,,,
2024-10-28,IWM,B,no_pullback,SHORT,382.1053775180604,,3.0,334.22138759986973,346.96867262799526,,,,
2024-10-29,IWM,B,no_pullback,SHORT,382.1053775180604,,4.0,336.7973503145655,348.42795136938054,,,,
2024-10-30,IWM,B,no_pullback,SHORT,382.1053775180604,,5.0,341.8209780495544,351.50859211830414,,,,
2024-10-31,IWM,B,pullback_entry,SHORT,382.1053775180604,,6.0,337.65363784030484,,43.68127305657757,22.870626654071245,,
2024-11-12,IWM,B,flip_armed,LONG,337.92883739251977,trending,,,,,,,
2024-11-13,IWM,B,pullback_entry,LONG,337.92883739251977,,1.0,359.12334590281506,,53.77974899958668,21.136879575933573,,
2025-01-14,IWM,B,flip_armed,SHORT,551.0787581598905,corrective,,,,,,,
2025-01-15,IWM,B,no_pullback,SHORT,535.1856536586756,,1.0,464.0350695650065,484.2504136400742,,,,
2025-01-16,IWM,B,no_pullback,SHORT,535.1856536586756,,2.0,465.9728385115403,488.4832317037562,,,,
2025-01-17,IWM,B,pullback_gate_fail,SHORT,,,3.0,,,53.33910992527178,45.34957529398088,False,True
2025-01-20,IWM,B,pullback_gate_fail,SHORT,,,4.0,,,59.70864894696594,44.01033493166611,False,True
2025-01-21,IWM,B,pullback_gate_fail,SHORT,,,5.0,,,62.418712680329186,43.56735929468717,False,True
2025-01-22,IWM,B,pullback_gate_fail,SHORT,,,6.0,,,64.64838485984782,43.382901335917,False,True
2025-01-23,IWM,B,pullback_gate_fail,SHORT,,,7.0,,,64.37254408924261,43.475959709467666,False,True
2025-01-24,IWM,B,reflip_disarm,SHORT,,,8.0,,,,,,
2025-01-24,IWM,B,flip_armed,LONG,475.9763377096413,corrective,,,,,,,
2025-01-27,IWM,B,no_pullback,LONG,496.30509835334976,,1.0,540.8506187683123,568.9240800215417,,,,
2025-01-28,IWM,B,no_pullback,LONG,501.72239919581835,,2.0,550.2553313135999,567.0197065921519,,,,
2025-01-29,IWM,B,pullback_entry,LONG,501.72239919581835,,3.0,537.355886560723,,64.98969692577191,44.83775951916425,,
2025-03-03,IWM,B,flip_armed,LONG,505.9537325636256,trending,,,,,,,
2025-03-04,IWM,B,no_pullback,LONG,505.9537325636256,,1.0,554.1191756900397,591.1478752793092,,,,
2025-03-05,IWM,B,no_pullback,LONG,505.9537325636256,,2.0,553.9756074750942,572.3404952362579,,,,
2025-03-06,IWM,B,no_pullback,LONG,506.7100595944974,,3.0,559.7372141367186,581.6151461636874,,,,
2025-03-07,IWM,B,no_pullback,LONG,526.9359643933778,,4.0,578.3268915873201,603.0412168120909,,,,
2025-03-10,IWM,B,no_pullback,LONG,540.2322559347593,,5.0,591.9638475510652,614.5306043886216,,,,
2025-03-11,IWM,B,no_pullback,LONG,542.7608763719692,,6.0,589.7728696607111,628.578788632046,,,,
2025-03-12,IWM,B,no_pullback,LONG,572.412880025158,,7.0,625.6000850965921,651.945094798729,,,,
2025-03-13,IWM,B,no_pullback,LONG,572.412880025158,,8.0,619.0160418877057,641.8580850185127,,,,
2025-03-14,IWM,B,no_pullback,LONG,572.412880025158,,9.0,622.6938621030079,646.6984083062665,,,,
2025-03-17,IWM,B,no_pullback,LONG,572.412880025158,,10.0,621.052108597602,647.7086013479604,,,,
2025-03-18,IWM,B,pullback_entry,LONG,572.412880025158,,11.0,610.5973440126874,,61.10620932264337,31.505704815120716,,
2025-06-19,IWM,B,flip_armed,SHORT,802.437236589442,trending,,,,,,,
2025-06-20,IWM,B,pullback_gate_fail,SHORT,,,1.0,,,50.38530596482668,21.100883114132756,False,True
2025-06-23,IWM,B,pullback_gate_fail,SHORT,,,2.0,,,54.97261657128589,21.097724011055572,False,True
2025-06-24,IWM,B,pullback_gate_fail,SHORT,,,3.0,,,55.74436627874598,21.426309306357716,False,True
2025-06-25,IWM,B,pullback_gate_fail,SHORT,,,4.0,,,54.60053730631502,21.731424223423996,False,True
2025-06-26,IWM,B,pullback_gate_fail,SHORT,,,5.0,,,57.71166131581255,21.721000021921906,False,True
2025-06-27,IWM,B,pullback_gate_fail,SHORT,,,6.0,,,56.281743022903115,21.711320406241395,False,True
2025-06-30,IWM,B,pullback_gate_fail,SHORT,,,7.0,,,56.85086084152529,21.868518088851584,False,True
2025-07-01,IWM,B,pullback_gate_fail,SHORT,,,8.0,,,58.62902650485913,22.713193554115808,False,True
2025-07-02,IWM,B,reflip_disarm,SHORT,,,9.0,,,,,,
2025-07-02,IWM,B,flip_armed,LONG,720.0898085319176,trending,,,,,,,
2025-07-03,IWM,B,no_pullback,LONG,720.0898085319176,,1.0,785.4453013468882,841.3465923031854,,,,
2025-07-04,IWM,B,pullback_gate_fail,LONG,,,2.0,,,48.14222824896422,24.56808469327811,False,True
2025-07-07,IWM,B,pullback_gate_fail,LONG,,,3.0,,,43.95966381137892,23.104511815893858,False,True
2025-07-08,IWM,B,pullback_entry,LONG,720.0898085319176,,4.0,728.9252692227002,,50.89522866376613,22.3610536756845,,
2025-10-01,IWM,B,flip_armed,SHORT,1308.622879558381,trending,,,,,,,
2025-10-02,IWM,B,no_pullback,SHORT,1252.1280837302638,,1.0,1070.424085304318,1148.0467991309042,,,,
2025-10-03,IWM,B,no_pullback,SHORT,1199.0198281979797,,2.0,1049.3533639456095,1077.437479800253,,,,
2025-10-06,IWM,B,no_pullback,SHORT,1176.1378062067397,,3.0,1011.9256293402285,1068.1259109055186,,,,
2025-10-07,IWM,B,no_pullback,SHORT,1156.3888050192609,,4.0,994.6964538057157,1046.9518121231365,,,,
2025-10-08,IWM,B,no_pullback,SHORT,1152.3540331806018,,5.0,995.0169231059268,1042.1221300730251,,,,
2025-10-09,IWM,B,pullback_entry,SHORT,1152.3540331806018,,6.0,1031.021392594754,,47.69495234561137,30.54348570852622,,
2025-11-12,IWM,B,flip_armed,LONG,918.1985066571466,corrective,,,,,,,
2025-11-13,IWM,B,no_pullback,LONG,951.7253480585753,,1.0,1047.710552654764,1100.5368864007207,,,,
2025-11-14,IWM,B,no_pullback,LONG,951.7253480585753,,2.0,1043.228919037982,1090.2802248296946,,,,
2025-11-17,IWM,B,no_pullback,LONG,951.7253480585753,,3.0,1033.0719636807798,1108.7009681360262,,,,
2025-11-18,IWM,B,no_pullback,LONG,966.4050615553056,,4.0,1069.665358837037,1119.7154826152114,,,,
2025-11-19,IWM,B,pullback_gate_fail,LONG,,,5.0,,,49.9058068507178,15.317041021687672,False,False
2025-11-20,IWM,B,pullback_gate_fail,LONG,,,6.0,,,51.16415479011082,14.233823332240934,True,False
2025-11-21,IWM,B,pullback_gate_fail,LONG,,,7.0,,,47.88835245204991,13.833642368336523,False,False
2025-11-24,IWM,B,pullback_gate_fail,LONG,,,8.0,,,51.219037193764315,13.462045758996714,True,False
2025-11-25,IWM,B,pullback_gate_fail,LONG,,,9.0,,,42.23509477531491,13.193806587644348,False,False
2025-11-26,IWM,B,pullback_gate_fail,LONG,,,10.0,,,42.23358443112955,13.276333609756872,False,False
2025-11-27,IWM,B,reflip_disarm,LONG,,,11.0,,,,,,
2025-11-27,IWM,B,flip_armed,SHORT,1089.2431013818584,corrective,,,,,,,
2025-11-28,IWM,B,no_pullback,SHORT,1072.461186395934,,1.0,941.6541736251494,972.4147280845148,,,,
2025-12-01,IWM,B,no_pullback,SHORT,1072.461186395934,,2.0,940.3766497676338,985.6896656464883,,,,
2025-12-02,IWM,B,pullback_gate_fail,SHORT,,,3.0,,,44.376959517940385,13.787491764927342,True,False
2025-12-03,IWM,B,pullback_gate_fail,SHORT,,,4.0,,,43.892464649446964,12.89179916227725,True,False
2025-12-04,IWM,B,pullback_gate_fail,SHORT,,,5.0,,,41.938346650567816,12.117308075581496,True,False
2025-12-05,IWM,B,pullback_gate_fail,SHORT,,,6.0,,,36.420061786484546,12.803677437824906,True,False
2025-12-08,IWM,B,no_pullback,SHORT,1045.5522095455658,,7.0,918.0014387002888,949.8918296684132,,,,
2025-12-09,IWM,B,no_pullback,SHORT,1028.856105354338,,8.0,910.0484926071583,934.5319525032735,,,,
2025-12-10,IWM,B,pullback_gate_fail,SHORT,,,9.0,,,38.895855653264846,14.411612064090892,True,False
2025-12-11,IWM,B,no_pullback,SHORT,1026.6834276400132,,10.0,906.9852558953633,935.7675164891446,,,,
2025-12-12,IWM,B,no_pullback,SHORT,1015.020829181352,,11.0,899.5496391980007,927.1427761051578,,,,
2025-12-15,IWM,B,pullback_gate_fail,SHORT,,,12.0,,,41.668482344549666,14.946407711574174,True,False
2025-12-16,IWM,B,pullback_gate_fail,SHORT,,,13.0,,,34.34143174087764,15.69817548087368,True,False
2025-12-17,IWM,B,no_pullback,SHORT,1008.4176685186912,,14.0,880.2657977017798,927.1902960988713,,,,
2025-12-18,IWM,B,pullback_gate_fail,SHORT,,,15.0,,,45.854118005707356,16.387527628036594,True,False
2025-12-19,IWM,B,window_expired,SHORT,,,16.0,,,,,,
2026-01-21,IWM,B,flip_armed,LONG,868.1149031372137,trending,,,,,,,
2026-01-22,IWM,B,pullback_gate_fail,LONG,,,1.0,,,47.323494809627434,10.014290890751814,False,False
2026-01-23,IWM,B,pullback_gate_fail,LONG,,,2.0,,,44.366471364165996,9.686961494103642,False,False
2026-01-26,IWM,B,pullback_gate_fail,LONG,,,3.0,,,44.22513968459295,9.383012768644623,False,False
2026-01-27,IWM,B,pullback_gate_fail,LONG,,,4.0,,,44.8122607460595,9.502769897530882,False,False
2026-01-28,IWM,B,pullback_gate_fail,LONG,,,5.0,,,44.409174435797794,9.61397294578241,False,False
2026-01-29,IWM,B,pullback_gate_fail,LONG,,,6.0,,,48.504183910951745,9.01890337014771,False,False
2026-01-30,IWM,B,pullback_gate_fail,LONG,,,7.0,,,50.217739515275966,8.657775184871177,True,False
2026-02-02,IWM,B,no_pullback,LONG,868.1149031372137,,8.0,944.3300993289115,990.8195482394508,,,,
2026-02-03,IWM,B,no_pullback,LONG,879.2762045799021,,9.0,971.1077724188544,1005.8361515240296,,,,
2026-02-04,IWM,B,no_pullback,LONG,879.2762045799021,,10.0,952.0784169803974,983.0335402908049,,,,
2026-02-05,IWM,B,no_pullback,LONG,880.2767954637388,,11.0,963.6229337884527,1011.8922454175533,,,,
2026-02-06,IWM,B,no_pullback,LONG,896.4236254619796,,12.0,984.4284676532433,1019.3399577895392,,,,
2026-02-09,IWM,B,no_pullback,LONG,901.3385006273501,,13.0,986.3406992548319,1025.9900188787872,,,,
2026-02-10,IWM,B,no_pullback,LONG,906.7440709348888,,14.0,993.6020370959851,1023.5468628336536,,,,
2026-02-11,IWM,B,no_pullback,LONG,908.6968434862306,,15.0,994.0243942118313,1019.3035558171788,,,,
2026-02-12,IWM,B,window_expired,LONG,,,16.0,,,,,,
2024-08-12,META,B,flip_armed,LONG,234.70098782848913,corrective,,,,,,,
2024-08-13,META,B,pullback_entry,LONG,234.70098782848913,,1.0,252.11995394368455,,57.75338338743208,22.874631045495246,,
2024-10-21,META,B,flip_armed,SHORT,337.73361844314053,corrective,,,,,,,
2024-10-22,META,B,no_pullback,SHORT,323.8930312667267,,1.0,277.37608014420454,293.5976306675579,,,,
2024-10-23,META,B,no_pullback,SHORT,310.05604792049405,,2.0,261.5140378666369,280.14930690543184,,,,
2024-10-24,META,B,no_pullback,SHORT,304.8780621797918,,3.0,254.68296175313822,274.54051168065797,,,,
2024-10-25,META,B,no_pullback,SHORT,294.67211597697144,,4.0,247.80359862408437,261.97536453912807,,,,
2024-10-28,META,B,no_pullback,SHORT,285.67426925966925,,5.0,239.0629193345881,253.47222462692466,,,,
2024-10-29,META,B,no_pullback,SHORT,284.3988213484907,,6.0,239.99959335872575,251.91052727705022,,,,
2024-10-30,META,B,no_pullback,SHORT,284.3988213484907,,7.0,247.4258261401422,255.71861471859236,,,,
2024-10-31,META,B,no_pullback,SHORT,284.3988213484907,,8.0,248.0574485198526,258.3942730037218,,,,
2024-11-01,META,B,no_pullback,SHORT,278.92274769310006,,9.0,235.58846823553407,250.66007152920056,,,,
2024-11-04,META,B,no_pullback,SHORT,278.31392768394045,,10.0,236.2359501153204,249.38174683393453,,,,
2024-11-05,META,B,no_pullback,SHORT,270.65484884710406,,11.0,228.43691004653354,242.12140006278528,,,,
2024-11-06,META,B,no_pullback,SHORT,264.1123854908127,,12.0,222.57723667034077,235.50660254670314,,,,
2024-11-07,META,B,no_pullback,SHORT,255.20505818884442,,13.0,219.63539804630256,224.9770525109428,,,,
2024-11-08,META,B,pullback_entry,SHORT,255.20505818884442,,14.0,219.8205003594098,,37.270960533261615,33.760409032644795,,
2025-02-14,META,B,flip_armed,SHORT,379.58194892687607,corrective,,,,,,,
2025-02-17,META,B,no_pullback,SHORT,367.4784338427727,,1.0,320.8805607557824,330.2535721618995,,,,
2025-02-18,META,B,no_pullback,SHORT,363.82780541858756,,2.0,314.92450546104016,329.83526454371855,,,,
2025-02-19,META,B,pullback_entry,SHORT,363.82780541858756,,3.0,320.1317169706357,,41.68682982319094,37.20138000087273,,
2025-03-03,META,B,flip_armed,LONG,321.8958152178352,trending,,,,,,,
2025-03-04,META,B,no_pullback,LONG,331.16057511326,,1.0,362.84900439175277,380.8331385252488,,,,
2025-03-05,META,B,no_pullback,LONG,333.74613123850645,,2.0,366.2573019436442,382.66240596596015,,,,
2025-03-06,META,B,no_pullback,LONG,341.9419564261925,,3.0,374.64344220285693,390.40690087486394,,,,
2025-03-07,META,B,no_pullback,LONG,343.3083088620514,,4.0,374.9311734626635,394.5392894658195,,,,
2025-03-10,META,B,no_pullback,LONG,345.15533217977344,,5.0,378.6649703867046,393.76333892686426,,,,
2025-03-11,META,B,no_pullback,LONG,345.15533217977344,,6.0,375.34314042018224,390.7648000501874,,,,
2025-03-12,META,B,no_pullback,LONG,345.15533217977344,,7.0,373.9763397457645,386.3085564001189,,,,
2025-03-13,META,B,pullback_entry,LONG,345.15533217977344,,8.0,361.6029375583724,,51.940311575363445,32.19097973733609,,
2025-06-13,META,B,flip_armed,LONG,240.9839468727426,trending,,,,,,,
2025-06-16,META,B,no_pullback,LONG,245.78159808989554,,1.0,270.3687525150072,283.3580557156062,,,,
2025-06-17,META,B,no_pullback,LONG,257.2160042297627,,2.0,280.7809710928793,298.41560533189306,,,,
2025-06-18,META,B,no_pullback,LONG,267.5309777815056,,3.0,293.8921302494491,305.02374271511974,,,,
2025-06-19,META,B,no_pullback,LONG,267.5309777815056,,4.0,292.9673307963497,304.10753270598553,,,,
2025-06-20,META,B,pullback_entry,LONG,267.5309777815056,,5.0,285.2383236277605,,60.500236810120256,22.010772028126897,,
