trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
97,NVDA,A,SHORT,2026-02-09 10:00:00-05:00,6931.497345322164,60.01266332923533,2026-02-09 10:15:00-05:00,6928.031596649503,0.1731,6988.0443,47.96,4794.94,2026-02-09 10:30:00-05:00,6991.5383,SL,-10.9906,1.0,-11.9906,-0.002501,False,all
98,NVDA,A,LONG,2026-02-16 14:15:00-05:00,7537.745590792098,54.042478770529065,2026-02-16 14:30:00-05:00,7541.514463587493,0.1586,7487.472,47.83,4781.95,2026-02-16 14:45:00-05:00,7663.1727,TP,19.2894,1.0,18.2894,0.003825,True,all
99,NVDA,A,LONG,2026-02-18 15:15:00-05:00,7786.507813950844,62.23530980851084,2026-02-18 15:30:00-05:00,7790.401067857819,0.154,7728.1658,48.0,4799.23,2026-02-18 15:45:00-05:00,7827.5675,EOD,5.7252,1.0,4.7252,0.000985,True,all
100,NVDA,A,LONG,2026-02-20 11:45:00-05:00,8036.591917070702,54.28941395544775,2026-02-20 12:00:00-05:00,8040.610213029237,0.1494,7986.3208,48.04,4802.96,2026-02-20 12:30:00-05:00,8153.9582,TP,16.9303,1.0,15.9303,0.003317,True,all
101,NVDA,A,LONG,2026-02-26 09:45:00-05:00,8738.201861550151,64.05277610512495,2026-02-26 10:00:00-05:00,8742.570962480926,0.1378,8678.5182,48.19,4817.89,2026-02-26 10:45:00-05:00,8674.1789,SL,-9.4244,1.0,-10.4244,-0.002164,False,all
102,NVDA,A,LONG,2026-03-05 10:00:00-05:00,8571.249190860197,60.18591785194843,2026-03-05 10:15:00-05:00,8575.534815455627,0.1402,8515.3489,48.07,4806.47,2026-03-05 11:00:00-05:00,8699.4015,TP,17.36,1.0,16.36,0.003404,True,all
103,NVDA,A,LONG,2026-03-16 14:00:00-04:00,9951.88600727633,74.19523240872789,2026-03-16 14:15:00-04:00,9956.861950279967,0.1211,9882.6667,48.23,4821.83,2026-03-16 14:30:00-04:00,9877.7254,SL,-9.5829,1.0,-10.5829,-0.002195,False,all
104,NVDA,A,LONG,2026-03-16 15:00:00-04:00,9983.445875509884,87.94231385355211,2026-03-16 15:15:00-04:00,9988.43759844764,0.1204,9900.4953,48.11,4810.24,2026-03-16 15:45:00-04:00,9967.4276,EOD,-2.53,1.0,-3.53,-0.000734,False,all
105,NVDA,A,LONG,2026-03-18 12:45:00-04:00,10477.701597162759,61.03304159815981,2026-03-18 13:00:00-04:00,10482.94044796134,0.1146,10421.9074,48.07,4805.71,2026-03-18 13:00:00-04:00,10416.6965,SL,-7.5937,1.0,-8.5937,-0.001788,False,all
106,NVDA,A,LONG,2026-03-19 11:30:00-04:00,10820.777605855124,88.46925328815541,2026-03-19 11:45:00-04:00,10826.187994658052,0.1108,10737.7187,47.97,4796.12,2026-03-19 12:30:00-04:00,10732.3499,SL,-10.395,1.0,-11.395,-0.002376,False,all
1,AAPL,A,LONG,2024-04-18 14:45:00-04:00,231.01122538624,1.86448878403123,2024-04-18 15:00:00-04:00,231.1267309989331,5.4083,229.2622,50.0,4999.0,2024-04-18 15:45:00-04:00,231.3605,EOD,1.2641,1.0,0.2641,5.3e-05,True,all
2,AAPL,A,LONG,2024-05-17 09:45:00-04:00,241.38127926118915,1.911545409055612,2024-05-17 10:00:00-04:00,241.50196990081974,5.1752,239.5904,49.99,4998.26,2024-05-17 10:45:00-04:00,239.4706,SL,-10.5126,1.0,-11.5126,-0.002303,False,all
3,AAPL,A,SHORT,2024-05-21 13:30:00-04:00,222.406887512692,1.9575851000750328,2024-05-21 13:45:00-04:00,222.29568406893569,5.6082,224.2533,49.87,4985.75,2024-05-21 15:45:00-04:00,222.5397,EOD,-1.3684,1.0,-2.3684,-0.000475,False,all
4,AAPL,A,LONG,2024-05-24 13:45:00-04:00,243.96878995266115,1.5792118549332337,2024-05-24 14:00:00-04:00,244.09077434763748,5.104,242.5116,49.83,4982.38,2024-05-24 14:30:00-04:00,247.2631,TP,16.1917,1.0,15.1917,0.003049,True,all
5,AAPL,A,LONG,2024-05-27 12:00:00-04:00,250.93527352311523,2.0431736709365036,2024-05-27 12:15:00-04:00,251.06074115987678,4.9765,249.0176,49.98,4996.57,2024-05-27 14:00:00-04:00,254.3509,TP,16.3735,1.0,15.3735,0.003077,True,all
6,AAPL,A,LONG,2024-05-31 12:15:00-04:00,265.8227248370522,1.755899000044536,2024-05-31 12:30:00-04:00,265.9556361994707,4.7113,264.1997,50.12,5010.95,2024-05-31 13:00:00-04:00,264.0676,SL,-8.8949,1.0,-9.8949,-0.001975,False,all
7,AAPL,A,LONG,2024-06-10 11:15:00-04:00,254.95967119867765,1.891158668745266,2024-06-10 11:30:00-04:00,255.08715103427699,4.9013,253.196,50.01,5000.05,2024-06-10 11:30:00-04:00,253.0694,SL,-9.8897,1.0,-10.8897,-0.002178,False,all
8,AAPL,A,LONG,2024-07-11 11:45:00-04:00,315.05806162238923,2.7312736346207873,2024-07-11 12:00:00-04:00,315.2155906532004,3.9569,312.4843,49.89,4988.16,2024-07-11 12:15:00-04:00,312.3281,SL,-11.4257,1.0,-12.4257,-0.002491,False,all
9,AAPL,A,LONG,2024-07-19 15:30:00-04:00,328.14636206981646,2.4784928371902697,2024-07-19 15:45:00-04:00,328.31043525085136,3.7889,325.8319,49.76,4974.74,2024-07-19 15:45:00-04:00,328.0453,EOD,-1.0046,1.0,-2.0046,-0.000403,False,all
10,AAPL,A,LONG,2024-07-22 11:45:00-04:00,327.50423930412654,2.375955544432813,2024-07-22 12:00:00-04:00,327.6679914237786,3.794,325.292,49.73,4971.73,2024-07-22 14:45:00-04:00,325.1294,SL,-9.6315,1.0,-10.6315,-0.002138,False,all
11,AAPL,A,LONG,2024-07-29 12:45:00-04:00,334.88261484428256,2.2035078930906433,2024-07-29 13:00:00-04:00,335.05005615170467,3.7018,332.8465,49.61,4960.1,2024-07-29 13:45:00-04:00,332.6801,SL,-8.7729,1.0,-9.7729,-0.00197,False,all
12,AAPL,A,LONG,2024-08-05 12:30:00-04:00,332.5101351833521,2.5230937907679376,2024-08-05 12:45:00-04:00,332.6763902509437,3.7201,330.1533,49.5,4949.33,2024-08-05 13:30:00-04:00,329.9882,SL,-10.0002,1.0,-11.0002,-0.002223,False,all
13,AAPL,A,SHORT,2024-08-08 12:30:00-04:00,314.19025239041815,2.623820801466898,2024-08-08 12:45:00-04:00,314.03315726422295,3.9314,316.657,49.38,4937.33,2024-08-08 13:00:00-04:00,308.4377,TP,21.9977,1.0,20.9977,0.004253,True,all
14,AAPL,A,LONG,2024-08-21 10:30:00-04:00,328.24951041629544,2.215550163102992,2024-08-21 10:45:00-04:00,328.4136351715036,3.7745,326.1981,49.58,4957.33,2024-08-21 11:00:00-04:00,333.3516,TP,18.638,1.0,17.638,0.003558,True,all
15,AAPL,A,LONG,2024-08-29 15:45:00-04:00,359.9339649581842,2.51617070710187,2024-08-30 09:30:00-04:00,360.1139319406633,3.4537,357.5978,49.75,4973.96,2024-08-30 10:00:00-04:00,365.4339,TP,18.3739,1.0,17.3739,0.003493,True,all
16,AAPL,A,LONG,2024-09-06 10:15:00-04:00,399.63861538561633,3.0551306197017096,2024-09-06 10:30:00-04:00,399.8384346933091,3.1208,396.7833,49.91,4990.34,2024-09-06 11:45:00-04:00,405.4357,TP,17.4683,1.0,16.4683,0.0033,True,all
17,AAPL,A,LONG,2024-09-09 15:45:00-04:00,405.6110381281391,3.086635461814084,2024-09-10 09:30:00-04:00,405.81384364720316,3.0844,402.7272,50.07,5005.81,2024-09-10 09:30:00-04:00,402.5258,SL,-10.1416,1.0,-11.1416,-0.002226,False,all
18,AAPL,A,SHORT,2024-09-18 14:45:00-04:00,382.14650065661135,2.7436910644005317,2024-09-18 15:00:00-04:00,381.9554274062831,3.2691,384.6991,49.95,4993.67,2024-09-18 15:00:00-04:00,384.8915,SL,-9.5983,1.0,-10.5983,-0.002122,False,all
19,AAPL,A,LONG,2024-09-26 09:30:00-04:00,414.26618086688586,2.8950870371755713,2024-09-26 09:45:00-04:00,414.4733139573193,3.0057,411.5782,49.83,4982.07,2024-09-26 10:45:00-04:00,420.2901,TP,17.4832,1.0,16.4832,0.003309,True,all
20,AAPL,A,SHORT,2024-10-02 12:15:00-04:00,365.96050447043257,3.1969552818609968,2024-10-02 12:30:00-04:00,365.77752421819736,3.4164,368.9745,49.99,4997.55,2024-10-02 15:00:00-04:00,369.159,SL,-11.5523,1.0,-12.5523,-0.002512,False,all
21,AAPL,A,SHORT,2024-10-03 10:00:00-04:00,360.5743541405771,2.9492625288594954,2024-10-03 10:15:00-04:00,360.3940669635068,3.458,363.3433,49.85,4984.0,2024-10-03 13:00:00-04:00,360.3072,TIME,0.3005,1.0,-0.6995,-0.00014,False,all
22,AAPL,A,LONG,2024-10-11 13:30:00-04:00,379.23784598540476,2.5180693538143806,2024-10-11 13:45:00-04:00,379.42746490839744,3.2834,376.9094,49.83,4982.3,2024-10-11 14:00:00-04:00,384.7497,TP,17.4753,1.0,16.4753,0.003307,True,all
23,AAPL,A,LONG,2024-10-28 13:45:00-04:00,440.9594480198653,3.473955417685072,2024-10-28 14:00:00-04:00,441.1799277438752,2.8326,437.706,49.99,4997.77,2024-10-28 15:45:00-04:00,443.5352,EOD,6.6716,1.0,5.6716,0.001135,True,all
24,AAPL,A,LONG,2024-10-31 12:00:00-04:00,432.50902335349616,2.974074702896947,2024-10-31 12:15:00-04:00,432.72527786517287,2.8907,429.7512,50.03,5002.45,2024-10-31 13:45:00-04:00,438.3256,TP,16.1887,1.0,15.1887,0.003036,True,all
25,AAPL,A,LONG,2024-11-14 10:00:00-05:00,484.5286497149944,3.9938800157300554,2024-11-14 10:15:00-05:00,484.77091403985185,2.5876,480.777,50.18,5016.63,2024-11-14 10:45:00-05:00,480.5366,SL,-10.9567,1.0,-11.9567,-0.002383,False,all
26,AAPL,A,LONG,2024-11-21 11:45:00-05:00,511.56036898905717,3.8855780079433067,2024-11-21 12:00:00-05:00,511.81614917355165,2.4446,507.9306,50.05,5003.68,2024-11-21 13:00:00-05:00,519.3309,TP,18.3704,1.0,17.3704,0.003472,True,all
27,AAPL,A,SHORT,2024-12-06 10:15:00-05:00,487.33706415782444,4.030711099378491,2024-12-06 10:30:00-05:00,487.0933956257456,2.577,491.1241,50.21,5020.05,2024-12-06 11:15:00-05:00,479.1406,TP,20.4947,1.0,19.4947,0.003883,True,all
28,AAPL,A,SHORT,2024-12-10 12:30:00-05:00,451.35857539107496,3.0713271494745125,2024-12-10 12:45:00-05:00,451.13289610337944,2.7927,454.2042,50.4,5038.54,2024-12-10 15:30:00-05:00,449.858,TIME,3.5605,1.0,2.5605,0.000508,True,all
29,AAPL,A,SHORT,2024-12-17 11:15:00-05:00,429.1454636969418,2.864137812059866,2024-12-17 11:30:00-05:00,428.9308909650934,2.9382,431.795,50.41,5040.1,2024-12-17 12:15:00-05:00,432.0109,SL,-9.0497,1.0,-10.0497,-0.001994,False,all
30,AAPL,A,LONG,2024-12-27 14:45:00-05:00,431.33905956481675,3.595508167010828,2024-12-27 15:00:00-05:00,431.5547290945991,2.9139,427.9592,50.3,5029.05,2024-12-27 15:00:00-05:00,427.7452,SL,-11.1005,1.0,-12.1005,-0.002406,False,all
31,AAPL,A,SHORT,2025-01-23 13:00:00-05:00,323.51149539210564,2.149229030955115,2025-01-23 13:15:00-05:00,323.3497396444096,3.8789,325.499,50.17,5015.95,2025-01-23 14:00:00-05:00,317.9294,TP,21.0251,1.0,20.0251,0.003992,True,all
32,AAPL,A,LONG,2025-01-31 11:15:00-05:00,341.87207861830785,2.4486709307941483,2025-01-31 11:30:00-05:00,342.043014657617,3.6808,339.5943,50.36,5034.98,2025-01-31 12:00:00-05:00,339.4245,SL,-9.6381,1.0,-10.6381,-0.002113,False,all
33,AAPL,A,LONG,2025-02-07 14:00:00-05:00,362.5008826669142,2.9446299883735034,2025-02-07 14:15:00-05:00,362.6821331082476,3.4633,359.7375,50.24,5023.34,2025-02-07 14:30:00-05:00,359.5576,SL,-10.8211,1.0,-11.8211,-0.002353,False,all
34,AAPL,A,LONG,2025-02-10 15:45:00-05:00,371.6109835999753,3.057934149719684,2025-02-11 09:30:00-05:00,371.7967890917753,3.3698,368.7389,50.12,5010.52,2025-02-11 11:30:00-05:00,377.7776,TP,20.1542,1.0,19.1542,0.003823,True,all
35,AAPL,A,LONG,2025-02-12 10:30:00-05:00,405.55529427926626,3.1799872040012245,2025-02-12 10:45:00-05:00,405.7580719264059,3.0989,402.5781,50.3,5028.67,2025-02-12 13:00:00-05:00,410.8474,TP,15.7714,1.0,14.7714,0.002937,True,all
36,AAPL,A,LONG,2025-02-13 12:00:00-05:00,433.783209314348,3.346165484894989,2025-02-13 12:15:00-05:00,434.0001009190052,2.9052,430.6539,50.43,5042.44,2025-02-13 12:15:00-05:00,430.4386,SL,-10.3469,1.0,-11.3469,-0.00225,False,all
37,AAPL,A,LONG,2025-02-14 15:00:00-05:00,420.46815161224,3.4865784330809233,2025-02-14 15:15:00-05:00,420.6783856880461,2.9899,417.1918,50.31,5030.1,2025-02-14 15:30:00-05:00,416.9832,SL,-11.0481,1.0,-12.0481,-0.002395,False,all
38,AAPL,A,LONG,2025-02-27 09:30:00-05:00,452.1024557972947,3.775366346668278,2025-02-27 09:45:00-05:00,452.3285070251933,2.7735,448.5531,50.18,5017.05,2025-02-27 09:45:00-05:00,448.3289,SL,-11.0928,1.0,-12.0928,-0.00241,False,all
39,AAPL,A,SHORT,2025-03-05 14:30:00-05:00,436.6760591825842,3.0570913467414287,2025-03-05 14:45:00-05:00,436.4577211529929,2.8668,439.5148,50.05,5003.96,2025-03-05 14:45:00-05:00,439.7346,SL,-9.3941,1.0,-10.3941,-0.002077,False,all
40,AAPL,A,LONG,2025-03-17 13:15:00-04:00,495.082640941377,3.4982315997097824,2025-03-17 13:30:00-04:00,495.33018226184765,2.5203,491.832,49.94,4992.56,2025-03-17 13:45:00-04:00,491.586,SL,-9.4364,1.0,-10.4364,-0.00209,False,all
41,AAPL,A,LONG,2025-03-19 10:15:00-04:00,505.8174174903779,4.0089815258108965,2025-03-19 10:30:00-04:00,506.0703261991231,2.4612,502.0613,49.82,4981.13,2025-03-19 10:30:00-04:00,501.8103,SL,-10.4847,1.0,-11.4847,-0.002306,False,all
42,AAPL,A,LONG,2025-03-24 13:00:00-04:00,506.1706134130428,4.053423737467213,2025-03-24 13:15:00-04:00,506.4236987197493,2.4533,502.3703,49.7,4968.64,2025-03-24 14:15:00-04:00,514.1044,TP,18.843,1.0,17.843,0.003591,True,all
43,AAPL,A,LONG,2025-03-25 09:45:00-04:00,519.3818578741896,4.313496665800636,2025-03-25 10:00:00-04:00,519.6415488031266,2.399,515.3281,49.86,4985.48,2025-03-25 11:30:00-04:00,526.5542,TP,16.5834,1.0,15.5834,0.003126,True,all
44,AAPL,A,SHORT,2025-04-03 10:15:00-04:00,509.4153443473276,4.017986695713899,2025-04-03 10:30:00-04:00,509.16063667515397,2.4555,513.1786,50.01,5000.07,2025-04-03 11:45:00-04:00,500.1986,TP,22.0066,1.0,21.0066,0.004201,True,all
45,AAPL,A,LONG,2025-04-07 12:15:00-04:00,528.4095965155469,4.316446076467233,2025-04-07 12:30:00-04:00,528.6738013138047,2.3744,524.3574,50.21,5020.07,2025-04-07 12:30:00-04:00,524.0952,SL,-10.8714,1.0,-11.8714,-0.002365,False,all
46,AAPL,A,LONG,2025-04-09 12:15:00-04:00,535.8884031805682,4.371709750168246,2025-04-09 12:30:00-04:00,536.1563473821584,2.3352,531.7846,50.08,5007.2,2025-04-09 12:30:00-04:00,531.5187,SL,-10.8299,1.0,-11.8299,-0.002363,False,all
47,AAPL,A,LONG,2025-04-09 14:15:00-04:00,530.0535952004573,4.190703692377357,2025-04-09 14:30:00-04:00,530.3186219980574,2.3549,526.1279,49.95,4994.37,2025-04-09 15:15:00-04:00,525.8649,SL,-10.4881,1.0,-11.4881,-0.0023,False,all
48,AAPL,A,LONG,2025-04-10 15:45:00-04:00,529.4141648784073,4.030688002143882,2025-04-11 09:30:00-04:00,529.6788719608464,2.3518,525.6482,49.83,4981.88,2025-04-11 09:30:00-04:00,525.3854,SL,-10.0977,1.0,-11.0977,-0.002228,False,all
49,AAPL,A,SHORT,2025-04-16 11:45:00-04:00,513.1373839958671,3.893865448934272,2025-04-16 12:00:00-04:00,512.8808153038692,2.423,516.7747,49.71,4969.79,2025-04-16 12:15:00-04:00,517.0331,SL,-10.0608,1.0,-11.0608,-0.002226,False,all
50,AAPL,A,SHORT,2025-04-17 11:15:00-04:00,518.6664416161063,3.1088014652594462,2025-04-17 11:30:00-04:00,518.4071083952983,2.3913,521.5159,49.59,4957.73,2025-04-17 11:30:00-04:00,521.7767,SL,-8.0577,1.0,-9.0577,-0.001827,False,all
51,AAPL,A,LONG,2025-04-18 10:00:00-04:00,540.202846980049,4.562942076813019,2025-04-18 10:15:00-04:00,540.472948403539,2.289,535.91,49.49,4947.67,2025-04-18 13:00:00-04:00,535.6421,SL,-11.0581,1.0,-12.0581,-0.002437,False,all
52,AAPL,A,LONG,2025-04-21 12:00:00-04:00,552.5577990176749,4.316169625060242,2025-04-21 12:15:00-04:00,552.8340779171838,2.232,548.5179,49.36,4934.61,2025-04-21 15:00:00-04:00,555.8502,TIME,6.7318,1.0,5.7318,0.001162,True,all
53,AAPL,A,LONG,2025-04-24 13:45:00-04:00,589.8925579744725,4.945520865569443,2025-04-24 14:00:00-04:00,590.1875042534598,2.0927,585.242,49.4,4939.34,2025-04-24 14:00:00-04:00,584.9494,SL,-10.9619,1.0,-11.9619,-0.002422,False,all
54,AAPL,A,LONG,2025-05-06 11:45:00-04:00,602.5947495157695,4.092589273366504,2025-05-06 12:00:00-04:00,602.8960468905274,2.0432,598.8035,49.27,4926.38,2025-05-06 12:00:00-04:00,598.5041,SL,-8.9738,1.0,-9.9738,-0.002025,False,all
55,AAPL,A,LONG,2025-05-08 09:45:00-04:00,614.9537254709569,4.714639179218965,2025-05-08 10:00:00-04:00,615.2612023336924,1.9977,610.5466,49.16,4915.41,2025-05-08 10:30:00-04:00,610.2413,SL,-10.0282,1.0,-11.0282,-0.002244,False,all
56,AAPL,A,LONG,2025-05-08 13:45:00-04:00,618.3074247982105,5.35308636528561,2025-05-08 14:00:00-04:00,618.6165785106095,1.982,613.2635,49.04,4903.38,2025-05-08 15:15:00-04:00,612.9569,SL,-11.2175,1.0,-12.2175,-0.002492,False,all
57,AAPL,A,LONG,2025-05-12 15:45:00-04:00,601.1011439248775,4.820555866182355,2025-05-13 09:30:00-04:00,601.4016944968399,2.0332,596.5811,48.91,4890.16,2025-05-13 11:15:00-04:00,596.2828,SL,-10.4078,1.0,-11.4078,-0.002333,False,all
58,AAPL,A,LONG,2025-05-13 13:15:00-04:00,608.1911977985427,4.939166539640645,2025-05-13 13:30:00-04:00,608.495293397442,2.0044,603.5561,48.79,4877.75,2025-05-13 13:30:00-04:00,603.2543,SL,-10.5051,1.0,-11.5051,-0.002359,False,all
59,AAPL,A,SHORT,2025-05-19 11:00:00-04:00,584.5762292484304,4.74072534687528,2025-05-19 11:15:00-04:00,584.2839411338063,2.0821,589.0247,48.66,4865.25,2025-05-19 11:30:00-04:00,574.1258,TP,21.1506,1.0,20.1506,0.004142,True,all
60,AAPL,A,LONG,2025-05-22 10:00:00-04:00,633.7735397484353,4.544435190181558,2025-05-22 10:15:00-04:00,634.0904265183094,1.9261,629.546,48.85,4884.4,2025-05-22 13:00:00-04:00,629.2312,SL,-9.3595,1.0,-10.3595,-0.002121,False,all
61,AAPL,A,LONG,2025-05-22 15:45:00-04:00,640.8517532809936,4.440107668716375,2025-05-23 09:30:00-04:00,641.1721791576341,1.9004,636.7321,48.74,4873.04,2025-05-23 09:30:00-04:00,636.4137,SL,-9.0432,1.0,-10.0432,-0.002061,False,all
62,AAPL,A,LONG,2025-06-11 14:45:00-04:00,747.289314558506,5.417251078116157,2025-06-11 15:00:00-04:00,747.6629592157852,1.6261,742.2457,48.63,4862.0,2025-06-11 15:00:00-04:00,741.8746,SL,-9.4123,1.0,-10.4123,-0.002142,False,all
63,AAPL,A,LONG,2025-06-19 14:15:00-04:00,788.1416568635434,6.334329730305749,2025-06-19 14:30:00-04:00,788.5357276919751,1.5382,782.2014,48.52,4850.58,2025-06-19 15:45:00-04:00,789.8094,EOD,1.9591,1.0,0.9591,0.000198,True,all
64,AAPL,A,LONG,2025-06-23 10:45:00-04:00,793.3942404492467,5.209441433681309,2025-06-23 11:00:00-04:00,793.7909375694712,1.528,788.5815,48.52,4850.54,2025-06-23 12:15:00-04:00,803.5437,TP,14.9019,1.0,13.9019,0.002866,True,all
65,AAPL,A,LONG,2025-06-24 13:45:00-04:00,813.830021867686,5.279768568745828,2025-06-24 14:00:00-04:00,814.2369368786198,1.4936,808.9572,48.64,4863.44,2025-06-24 15:30:00-04:00,824.3753,TP,15.1422,1.0,14.1422,0.002908,True,all
66,AAPL,A,LONG,2025-06-27 11:30:00-04:00,834.3611835206401,6.4556166962467385,2025-06-27 11:45:00-04:00,834.7783641124004,1.4607,828.3227,48.78,4876.59,2025-06-27 12:00:00-04:00,827.9086,SL,-10.035,1.0,-11.035,-0.002263,False,all
67,AAPL,A,LONG,2025-07-01 15:00:00-04:00,862.57489633914,6.902651247643164,2025-07-01 15:15:00-04:00,863.0061837873095,1.4095,856.1035,48.66,4864.55,2025-07-01 15:30:00-04:00,855.6755,SL,-10.3325,1.0,-11.3325,-0.00233,False,all
68,AAPL,A,LONG,2025-07-03 14:30:00-04:00,918.6643700859248,6.229579470096609,2025-07-03 14:45:00-04:00,919.1237022709678,1.3201,912.8941,48.53,4852.22,2025-07-03 15:30:00-04:00,932.7284,TP,17.9591,1.0,16.9591,0.003495,True,all
69,AAPL,A,LONG,2025-07-09 09:30:00-04:00,982.4181400887999,7.812193720644886,2025-07-09 09:45:00-04:00,982.9093491588442,1.2385,975.0972,48.69,4868.18,2025-07-09 10:15:00-04:00,999.1327,TP,20.092,1.0,19.092,0.003922,True,all
70,AAPL,A,LONG,2025-07-29 10:45:00-04:00,1234.144316239525,9.131103349089608,2025-07-29 11:00:00-04:00,1234.7613883976449,0.9895,1225.6303,48.87,4886.27,2025-07-29 12:00:00-04:00,1225.0175,SL,-9.6418,1.0,-10.6418,-0.002178,False,all
71,AAPL,A,LONG,2025-07-30 15:00:00-04:00,1231.087127029643,9.347209514294198,2025-07-30 15:15:00-04:00,1231.7026705931578,0.9896,1222.3555,48.76,4874.63,2025-07-30 15:45:00-04:00,1221.7443,SL,-9.8549,1.0,-10.8549,-0.002227,False,all
72,AAPL,A,LONG,2025-08-06 14:00:00-04:00,1223.492095504238,8.855175820980756,2025-08-06 14:15:00-04:00,1224.1038415519902,0.9933,1215.2487,48.64,4862.77,2025-08-06 14:45:00-04:00,1214.641,SL,-9.3997,1.0,-10.3997,-0.002139,False,all
73,AAPL,A,LONG,2025-08-07 11:00:00-04:00,1227.674634439037,8.9147888297492,2025-08-07 11:15:00-04:00,1228.2884717562563,0.9876,1219.3737,48.52,4851.37,2025-08-07 13:00:00-04:00,1247.0776,TP,18.5567,1.0,17.5567,0.003619,True,all
74,AAPL,A,LONG,2025-08-08 12:00:00-04:00,1306.430779397003,10.380950941516835,2025-08-08 12:15:00-04:00,1307.0839947867016,0.9313,1296.703,48.69,4867.93,2025-08-08 13:45:00-04:00,1296.0547,SL,-10.2711,1.0,-11.2711,-0.002315,False,all
75,AAPL,A,LONG,2025-09-02 13:00:00-04:00,1498.3804353748671,11.295619339351619,2025-09-02 13:15:00-04:00,1499.1296255925545,0.8099,1487.834,48.57,4855.66,2025-09-02 13:45:00-04:00,1487.0901,SL,-9.751,1.0,-10.751,-0.002214,False,all
76,AAPL,A,LONG,2025-09-17 11:00:00-04:00,1483.8414806233527,11.715136050793447,2025-09-17 11:15:00-04:00,1484.5834013636643,0.8159,1472.8683,48.45,4843.91,2025-09-17 12:45:00-04:00,1472.1318,SL,-10.1589,1.0,-11.1589,-0.002304,False,all
77,AAPL,A,SHORT,2025-09-22 11:15:00-04:00,1359.7946174046874,9.698276048740516,2025-09-22 11:30:00-04:00,1359.1147200959851,0.889,1368.813,48.33,4831.75,2025-09-22 11:30:00-04:00,1369.4974,SL,-9.2297,1.0,-10.2297,-0.002117,False,all
78,AAPL,A,SHORT,2025-09-23 10:30:00-04:00,1361.8327247668121,8.672361380349185,2025-09-23 10:45:00-04:00,1361.1518084044287,0.8856,1369.8242,48.22,4820.52,2025-09-23 10:45:00-04:00,1370.5091,SL,-8.2864,1.0,-9.2864,-0.001926,False,all
79,AAPL,A,SHORT,2025-10-03 15:30:00-04:00,1350.680098963852,10.846747674694749,2025-10-03 15:45:00-04:00,1350.0047589143703,0.891,1360.8515,48.11,4810.23,2025-10-03 15:45:00-04:00,1348.483,EOD,1.3558,1.0,0.3558,7.4e-05,True,all
80,AAPL,A,SHORT,2025-10-28 14:45:00-04:00,1327.4283056747024,9.765749167812336,2025-10-28 15:00:00-04:00,1326.7645915218652,0.9065,1336.5303,48.11,4809.59,2025-10-28 15:45:00-04:00,1314.1347,EOD,11.4483,1.0,10.4483,0.002172,True,all
81,AAPL,A,SHORT,2025-11-26 15:15:00-05:00,1368.6548965061136,12.663071565146666,2025-11-26 15:30:00-05:00,1367.9705690578605,0.8809,1380.6336,48.2,4819.04,2025-11-26 15:45:00-05:00,1371.7502,EOD,-3.3293,1.0,-4.3293,-0.000898,False,all
82,AAPL,A,SHORT,2025-12-18 11:00:00-05:00,1396.1276214104346,11.421274305919423,2025-12-18 11:15:00-05:00,1395.4295575997294,0.8626,1406.8508,48.15,4813.71,2025-12-18 13:15:00-05:00,1407.5543,SL,-10.4586,1.0,-11.4586,-0.00238,False,all
83,AAPL,A,LONG,2026-01-05 12:45:00-05:00,1802.7701542371294,14.25412275532361,2026-01-05 13:00:00-05:00,1803.6715393142479,0.6656,1789.4174,48.02,4801.25,2026-01-05 13:30:00-05:00,1789.3585,SL,-9.5271,1.0,-10.5271,-0.002193,False,all
84,AAPL,A,LONG,2026-01-05 15:45:00-05:00,1821.1949647961678,15.57026803319332,2026-01-06 09:30:00-05:00,1822.105562278566,0.6573,1806.5353,47.91,4789.72,2026-01-06 09:30:00-05:00,1805.632,SL,-10.8282,1.0,-11.8282,-0.002469,False,all
85,AAPL,A,LONG,2026-01-06 10:45:00-05:00,1810.1448453192893,15.3492727100847,2026-01-06 11:00:00-05:00,1811.0499177419488,0.6595,1795.7006,47.78,4776.89,2026-01-06 11:00:00-05:00,1794.8028,SL,-10.7158,1.0,-11.7158,-0.002453,False,all
86,AAPL,A,LONG,2026-01-22 13:00:00-05:00,1955.960338121103,14.847886886239484,2026-01-22 13:15:00-05:00,1956.9383182901634,0.6088,1942.0904,47.65,4764.18,2026-01-22 14:15:00-05:00,1941.1194,SL,-9.6298,1.0,-10.6298,-0.002231,False,all
87,AAPL,A,LONG,2026-01-29 10:30:00-05:00,2054.048374430311,16.673656457210257,2026-01-29 10:45:00-05:00,2055.075398617526,0.5783,2038.4017,47.54,4752.55,2026-01-29 10:45:00-05:00,2037.3825,SL,-10.2312,1.0,-11.2312,-0.002363,False,all
88,AAPL,A,LONG,2026-02-24 13:15:00-05:00,2188.5608361303657,16.03949483934976,2026-02-24 13:30:00-05:00,2189.6551165484307,0.5413,2173.6156,47.41,4740.32,2026-02-24 13:45:00-05:00,2222.8433,TP,17.9658,1.0,16.9658,0.003579,True,all
