ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,rsi,adx14,low,rsi_ok,adx_level_ok,high
2025-04-11,CRWD,B,no_pullback,LONG,305.8058415281173,,2.0,,,361.12,,,378.45
2025-04-14,CRWD,B,no_pullback,LONG,319.94500737530564,,3.0,,,373.785,,,388.75
2025-04-15,CRWD,B,no_pullback,LONG,329.84975663777504,,4.0,,,380.835,,,400.0
2025-04-16,CRWD,B,no_pullback,LONG,329.84975663777504,,5.0,,,373.675,,,395.055
2025-04-17,CRWD,B,no_pullback,LONG,329.84975663777504,,6.0,,,373.405,,,383.625
2025-04-21,CRWD,B,pullback_gate_fail,LONG,,,7.0,48.47847579166415,12.440747962152471,,False,False,
2025-04-22,CRWD,B,no_pullback,LONG,329.84975663777504,,8.0,,,363.635,,,374.57
2025-04-23,CRWD,B,no_pullback,LONG,334.7777287220398,,9.0,,,382.51,,,396.305
2025-04-24,CRWD,B,no_pullback,LONG,344.0344558498358,,10.0,,,386.345,,,414.51
2025-04-25,CRWD,B,no_pullback,LONG,365.3587602648522,,11.0,,,412.92,,,425.69
2025-04-28,CRWD,B,no_pullback,LONG,370.512134238367,,12.0,,,416.115,,,427.91
2025-04-29,CRWD,B,no_pullback,LONG,379.3359208145303,,13.0,,,423.785,,,432.21
2025-04-30,CRWD,B,no_pullback,LONG,379.3359208145303,,14.0,,,415.0,,,429.55
2025-05-01,CRWD,B,no_pullback,LONG,388.12437085976956,,15.0,,,428.375,,,439.22
2025-05-02,CRWD,B,window_expired,LONG,,,16.0,,,,,,
2025-07-15,CRWD,B,flip_armed,SHORT,512.1611380607662,trending,,,,,,,
2025-07-16,CRWD,B,pullback_gate_fail,SHORT,,,1.0,44.146183357585095,17.176551189066984,,True,False,
2025-07-17,CRWD,B,pullback_gate_fail,SHORT,,,2.0,43.98289531215731,17.744863238096613,,True,False,
2025-07-18,CRWD,B,pullback_gate_fail,SHORT,,,3.0,47.07489244256207,18.001182157614625,,True,False,
2025-07-21,CRWD,B,pullback_gate_fail,SHORT,,,4.0,49.94039069002601,17.07572999978676,,True,False,
2025-07-22,CRWD,B,pullback_gate_fail,SHORT,,,5.0,45.12856125014023,16.494984459875454,,True,False,
2025-07-23,CRWD,B,pullback_gate_fail,SHORT,,,6.0,41.10033720230329,16.89754015011218,,True,False,
2025-07-24,CRWD,B,pullback_gate_fail,SHORT,,,7.0,41.532668556470085,17.087618156202126,,True,False,
2025-07-25,CRWD,B,pullback_gate_fail,SHORT,,,8.0,44.84556200513127,17.024039572356564,,True,False,
2025-07-28,CRWD,B,pullback_gate_fail,SHORT,,,9.0,47.20259769769986,16.49071434555107,,True,False,
2025-07-29,CRWD,B,pullback_gate_fail,SHORT,,,10.0,43.91616452219955,16.719226361377498,,True,False,
2025-07-30,CRWD,B,pullback_gate_fail,SHORT,,,11.0,43.01019094392208,17.06066031214052,,True,False,
2025-07-31,CRWD,B,pullback_gate_fail,SHORT,,,12.0,39.09904166410698,17.51929008651236,,True,False,
2025-08-01,CRWD,B,pullback_gate_fail,SHORT,,,13.0,35.91571523390735,18.7909939083998,,True,False,
2025-08-04,CRWD,B,pullback_gate_fail,SHORT,,,14.0,41.328219926396656,19.644481706402296,,True,False,
2025-08-05,CRWD,B,pullback_entry,SHORT,478.85490090948645,,15.0,36.02079843532209,21.009727536820233,438.59,,,
2025-09-15,CRWD,B,flip_armed,LONG,412.8367384420512,trending,,,,,,,
2025-09-16,CRWD,B,pullback_entry,LONG,412.8367384420512,,1.0,58.10959766951314,21.401639978895233,435.84,,,
2025-11-18,CRWD,B,flip_armed,SHORT,564.926840541294,corrective,,,,,,,
2025-11-19,CRWD,B,pullback_gate_fail,SHORT,,,1.0,48.30403228574866,19.033467114290165,,True,False,
2025-11-20,CRWD,B,pullback_gate_fail,SHORT,,,2.0,41.52842338040255,18.169657403758148,,True,False,
2025-11-21,CRWD,B,pullback_gate_fail,SHORT,,,3.0,38.29557753085321,18.488696013826775,,True,False,
2025-11-24,CRWD,B,pullback_gate_fail,SHORT,,,4.0,45.271016375704185,18.17747980002007,,True,False,
2025-11-25,CRWD,B,pullback_gate_fail,SHORT,,,5.0,47.545737991053386,17.596894913497128,,True,False,
2025-11-26,CRWD,B,pullback_gate_fail,SHORT,,,6.0,43.76923497846187,17.057780376011536,,True,False,
2025-11-28,CRWD,B,pullback_gate_fail,SHORT,,,7.0,46.865079829509824,16.557174019774912,,True,False,
2025-12-01,CRWD,B,pullback_gate_fail,SHORT,,,8.0,45.18574107343488,16.487777247300873,,True,False,
2025-12-02,CRWD,B,pullback_gate_fail,SHORT,,,9.0,50.27190939053018,15.379074244340623,,False,False,
2025-12-03,CRWD,B,pullback_gate_fail,SHORT,,,10.0,53.19375547369064,15.459106870085945,,False,False,
2025-12-04,CRWD,B,pullback_gate_fail,SHORT,,,11.0,48.66084138233772,15.509809763252946,,True,False,
2025-12-05,CRWD,B,pullback_gate_fail,SHORT,,,12.0,48.27194751860276,15.661016540066132,,True,False,
2025-12-08,CRWD,B,pullback_gate_fail,SHORT,,,13.0,49.59488734972642,15.801422832821235,,True,False,
2025-12-09,CRWD,B,pullback_gate_fail,SHORT,,,14.0,50.85827372476156,15.164346097431272,,False,False,
2025-12-10,CRWD,B,pullback_gate_fail,SHORT,,,15.0,51.489082456166024,14.963189556276578,,False,False,
2025-12-11,CRWD,B,window_expired,SHORT,,,16.0,,,,,,
2026-03-05,CRWD,B,flip_armed,LONG,362.4884331298798,corrective,,,,,,,
2026-03-06,CRWD,B,no_pullback,LONG,372.5690898168918,,1.0,,,420.37,,,433.4
2026-03-09,CRWD,B,no_pullback,LONG,379.7881808352026,,2.0,,,425.52,,,438.13
2026-03-10,CRWD,B,no_pullback,LONG,386.86436275168234,,3.0,,,428.99,,,447.82
2026-03-11,CRWD,B,no_pullback,LONG,393.8221764765141,,4.0,,,436.31,,,451.905
2026-03-12,CRWD,B,no_pullback,LONG,396.3857088288627,,5.0,,,438.87,,,449.96
2026-03-13,CRWD,B,no_pullback,LONG,396.3857088288627,,6.0,,,434.95,,,449.45
2026-03-16,CRWD,B,pullback_entry,LONG,396.3857088288627,,7.0,51.66518875312199,22.54528989943864,423.78,,,
2023-09-21,GOOGL,B,flip_armed,SHORT,137.90777792085626,corrective,,,,,,,
2023-09-22,GOOGL,B,pullback_entry,SHORT,137.49750012877064,,1.0,41.113195747513544,20.417750092437185,129.65,,,
2023-10-06,GOOGL,B,flip_armed,LONG,128.81057290118946,corrective,,,,,,,
2023-10-09,GOOGL,B,pullback_gate_fail,LONG,,,1.0,61.34116726830036,16.615872608085805,,True,False,
2023-10-10,GOOGL,B,pullback_gate_fail,LONG,,,2.0,60.16078017965391,17.532775678889582,,True,False,
2023-10-11,GOOGL,B,pullback_gate_fail,LONG,,,3.0,64.64601638265597,18.820037293829568,,True,False,
2023-10-12,GOOGL,B,pullback_gate_fail,LONG,,,4.0,60.08900492590211,19.673002993437805,,True,False,
2023-10-13,GOOGL,B,pullback_gate_fail,LONG,,,5.0,55.699062043177136,19.507484391204848,,True,False,
2023-10-16,GOOGL,B,pullback_gate_fail,LONG,,,6.0,59.15875112579615,19.353788546274245,,True,False,
2023-10-17,GOOGL,B,pullback_gate_fail,LONG,,,7.0,60.29098917832554,18.731198713526062,,True,False,
2023-10-18,GOOGL,B,pullback_gate_fail,LONG,,,8.0,55.42418559139999,18.51746449452151,,True,False,
2023-10-19,GOOGL,B,pullback_gate_fail,LONG,,,9.0,54.82503001757704,18.315899138835235,,True,False,
2023-10-20,GOOGL,B,pullback_gate_fail,LONG,,,10.0,49.24798067164689,17.1780119624857,,False,False,
2023-10-23,GOOGL,B,pullback_gate_fail,LONG,,,11.0,51.57803876136283,16.65933789599512,,True,False,
2023-10-24,GOOGL,B,pullback_gate_fail,LONG,,,12.0,56.925005527973056,15.619782221967643,,True,False,
2023-10-25,GOOGL,B,reflip_disarm,LONG,,,13.0,,,,,,
2023-10-25,GOOGL,B,flip_armed,SHORT,136.6342062446315,corrective,,,,,,,
2023-10-26,GOOGL,B,pullback_entry,SHORT,132.88578562016835,,1.0,30.7446910413899,20.220793512296186,121.28,,,
2023-11-08,GOOGL,B,flip_armed,LONG,124.2316381409577,trending,,,,,,,
2023-11-09,GOOGL,B,pullback_gate_fail,LONG,,,1.0,47.83857153539126,21.640328420674432,,False,True,
2023-11-10,GOOGL,B,pullback_entry,LONG,124.2316381409577,,2.0,52.67396906317386,21.02847024447,129.42,,,
2023-12-07,GOOGL,B,flip_armed,LONG,128.24920851905074,trending,,,,,,,
2023-12-08,GOOGL,B,pullback_gate_fail,LONG,,,1.0,52.99642638485501,15.540359058835724,,True,False,
2023-12-11,GOOGL,B,pullback_gate_fail,LONG,,,2.0,49.59099070387919,14.873426498954462,,False,False,
2023-12-12,GOOGL,B,pullback_gate_fail,LONG,,,3.0,48.146577787089136,14.212415999193194,,False,False,
2023-12-13,GOOGL,B,pullback_gate_fail,LONG,,,4.0,48.29794014520193,13.754620526011093,,False,False,
2023-12-14,GOOGL,B,pullback_gate_fail,LONG,,,5.0,46.98960036822589,12.904820491503804,,False,False,
2023-12-15,GOOGL,B,pullback_gate_fail,LONG,,,6.0,48.18425603725365,12.115720459461322,,False,False,
2023-12-18,GOOGL,B,pullback_gate_fail,LONG,,,7.0,55.57717176617458,12.291269288336963,,True,False,
2023-12-19,GOOGL,B,pullback_gate_fail,LONG,,,8.0,57.20161628902647,12.548507798688917,,True,False,
2023-12-20,GOOGL,B,pullback_gate_fail,LONG,,,9.0,60.44813796908058,13.834765292212895,,True,False,
2023-12-21,GOOGL,B,pullback_gate_fail,LONG,,,10.0,63.9078380729702,15.02914725048516,,True,False,
2023-12-22,GOOGL,B,pullback_gate_fail,LONG,,,11.0,65.72122432653515,16.42996481433,,True,False,
2023-12-26,GOOGL,B,pullback_gate_fail,LONG,,,12.0,65.75373309272089,17.881002508897183,,True,False,
2023-12-27,GOOGL,B,pullback_gate_fail,LONG,,,13.0,62.07654856414461,18.61255886396302,,True,False,
2023-12-28,GOOGL,B,pullback_gate_fail,LONG,,,14.0,61.660378114417945,19.226427128123166,,True,False,
2023-12-29,GOOGL,B,pullback_gate_fail,LONG,,,15.0,59.8005275500027,19.33625121802765,,True,False,
2024-01-02,GOOGL,B,window_expired,LONG,,,16.0,,,,,,
2024-01-31,GOOGL,B,flip_armed,SHORT,150.65750975021976,trending,,,,,,,
2024-02-01,GOOGL,B,pullback_entry,SHORT,150.5800087751978,,1.0,45.69017004141225,28.75590373564293,140.795,,,
2024-02-09,GOOGL,B,flip_armed,LONG,139.97212272900012,trending,,,,,,,
2024-02-12,GOOGL,B,pullback_entry,LONG,140.82091045610014,,1.0,56.907682160658354,20.210377941634036,147.4,,,
2024-03-13,GOOGL,B,flip_armed,LONG,132.28793576710189,trending,,,,,,,
2024-03-14,GOOGL,B,pullback_entry,LONG,134.11464219039172,,1.0,57.382310728355506,21.053394051928297,140.46,,,
2024-07-17,GOOGL,B,flip_armed,SHORT,190.55303044014352,trending,,,,,,,
2024-07-18,GOOGL,B,pullback_entry,SHORT,188.91822739612917,,1.0,42.538101119664056,24.882543085226484,176.47,,,
2024-09-19,GOOGL,B,flip_armed,LONG,153.6837740443302,corrective,,,,,,,
2024-09-20,GOOGL,B,pullback_entry,LONG,154.47989663989716,,1.0,56.223294738999854,28.621809981270705,162.06,,,
2024-11-21,GOOGL,B,flip_armed,SHORT,180.82884039335207,corrective,,,,,,,
2024-11-22,GOOGL,B,pullback_entry,SHORT,176.88045635401684,,1.0,40.59394569738759,25.967306002301445,163.93,,,
2024-12-10,GOOGL,B,flip_armed,LONG,173.1615808008436,corrective,,,,,,,
2024-12-11,GOOGL,B,pullback_entry,LONG,178.05692272075925,,1.0,75.24517306226554,23.679372066371975,184.91,,,
2025-02-05,GOOGL,B,flip_armed,SHORT,205.9773860972545,corrective,,,,,,,
2025-02-06,GOOGL,B,pullback_gate_fail,SHORT,,,1.0,46.51708865238371,18.759205887521045,,True,False,
2025-02-07,GOOGL,B,pullback_gate_fail,SHORT,,,2.0,40.97692014980121,19.01084553198743,,True,False,
2025-02-10,GOOGL,B,pullback_gate_fail,SHORT,,,3.0,42.25311178984484,19.244510916134793,,True,False,
2025-02-11,GOOGL,B,pullback_gate_fail,SHORT,,,4.0,41.31799151128251,19.66892775607858,,True,False,
2025-02-12,GOOGL,B,pullback_entry,SHORT,196.75417946656782,,5.0,39.698587619775665,20.37931808267362,181.83,,,
2025-04-25,GOOGL,B,flip_armed,LONG,148.6614442171399,corrective,,,,,,,
2025-04-28,GOOGL,B,pullback_entry,LONG,148.6614442171399,,1.0,52.728465500804504,30.922619456361048,158.62,,,
2025-05-21,GOOGL,B,flip_armed,LONG,154.30856997041548,corrective,,,,,,,
2025-05-22,GOOGL,B,pullback_gate_fail,LONG,,,1.0,61.650814614112505,18.71309609077866,,True,False,
2025-05-23,GOOGL,B,pullback_gate_fail,LONG,,,2.0,58.119011560545694,18.879616314173067,,True,False,
2025-05-27,GOOGL,B,pullback_gate_fail,LONG,,,3.0,62.42297937756603,19.463644380405054,,True,False,
2025-05-28,GOOGL,B,pullback_entry,LONG,160.37189075758957,,4.0,61.66299477692771,20.275809042598702,171.915,,,
2025-06-20,GOOGL,B,flip_armed,SHORT,180.95931301408507,corrective,,,,,,,
2025-06-23,GOOGL,B,pullback_entry,SHORT,175.96088171267655,,1.0,42.63830033387282,21.05754298153645,162.07,,,
2025-10-10,GOOGL,B,flip_armed,SHORT,253.75975503100864,trending,,,,,,,
2025-10-13,GOOGL,B,pullback_gate_fail,SHORT,,,1.0,55.796501459579694,28.569035147425748,,False,True,
2025-10-14,GOOGL,B,pullback_gate_fail,SHORT,,,2.0,57.209759445610956,26.75537600384884,,False,True,
2025-10-15,GOOGL,B,pullback_gate_fail,SHORT,,,3.0,62.86623386503453,25.971478665879772,,False,True,
2025-10-16,GOOGL,B,pullback_gate_fail,SHORT,,,4.0,63.156851924902945,25.95089202712435,,False,True,
2025-10-17,GOOGL,B,pullback_gate_fail,SHORT,,,5.0,64.84525500484196,25.449349425450748,,False,True,
2025-10-20,GOOGL,B,reflip_disarm,SHORT,,,6.0,,,,,,
2025-10-20,GOOGL,B,flip_armed,LONG,241.21224585656574,corrective,,,,,,,
2025-10-21,GOOGL,B,pullback_entry,LONG,241.21224585656574,,1.0,58.18917480273922,23.70906524711654,244.2,,,
2025-12-17,GOOGL,B,flip_armed,SHORT,324.8736206534416,corrective,,,,,,,
2025-12-18,GOOGL,B,pullback_entry,SHORT,323.86750858809745,,1.0,49.86492973153338,27.056354367101306,299.285,,,
2026-01-08,GOOGL,B,flip_armed,LONG,307.55385587640615,corrective,,,,,,,
2026-01-09,GOOGL,B,pullback_entry,LONG,310.4427202887656,,1.0,68.93444749204153,25.14993915175876,325.85,,,
2026-02-10,GOOGL,B,flip_armed,SHORT,345.11909820548624,corrective,,,,,,,
2026-02-11,GOOGL,B,pullback_entry,SHORT,342.3066883849377,,1.0,35.45005327769333,26.234543712795862,309.66,,,
2023-09-01,IWM,B,flip_armed,LONG,183.87689487035396,corrective,,,,,,,
2023-09-05,IWM,B,pullback_gate_fail,LONG,,,1.0,46.66183970000792,20.916231636308392,,False,True,
2023-09-06,IWM,B,pullback_gate_fail,LONG,,,2.0,45.24243109202751,20.66954842807312,,False,True,
2023-09-07,IWM,B,pullback_gate_fail,LONG,,,3.0,41.51789464227939,20.917721448445366,,False,True,
2023-09-08,IWM,B,pullback_gate_fail,LONG,,,4.0,40.786569249080536,21.19189737705539,,False,True,
2023-09-11,IWM,B,pullback_gate_fail,LONG,,,5.0,41.948957294885915,20.94772814368722,,False,True,
2023-09-12,IWM,B,pullback_gate_fail,LONG,,,6.0,41.55593787780605,20.86562852360443,,False,True,
2023-09-13,IWM,B,reflip_disarm,LONG,,,7.0,,,,,,
2023-09-13,IWM,B,flip_armed,SHORT,189.90393291188377,corrective,,,,,,,
2023-09-14,IWM,B,pullback_entry,SHORT,189.90393291188377,,1.0,46.77072932850291,21.00220712845703,184.26,,,
2023-11-03,IWM,B,flip_armed,LONG,166.0386352542705,trending,,,,,,,
2023-11-06,IWM,B,pullback_entry,LONG,166.0386352542705,,1.0,53.169911863011045,30.592402716146182,171.415,,,
2024-01-03,IWM,B,flip_armed,SHORT,204.6338900632401,trending,,,,,,,
2024-01-04,IWM,B,pullback_gate_fail,SHORT,,,1.0,51.82733393746148,44.68872920254923,,False,True,
2024-01-05,IWM,B,pullback_gate_fail,SHORT,,,2.0,50.82885216169385,41.8330461529956,,False,True,
2024-01-08,IWM,B,pullback_gate_fail,SHORT,,,3.0,56.62331903033416,39.60423610808242,,False,True,
2024-01-09,IWM,B,pullback_gate_fail,SHORT,,,4.0,52.96059176412454,37.53462678066303,,False,True,
2024-01-10,IWM,B,pullback_gate_fail,SHORT,,,5.0,53.091301313964756,35.51362471881516,,False,True,
2024-01-11,IWM,B,pullback_gate_fail,SHORT,,,6.0,50.44935597517835,33.01151422074492,,False,True,
2024-01-12,IWM,B,pullback_entry,SHORT,201.54951047909842,,7.0,49.66982462014699,31.4204135551605,192.64,,,
2024-01-29,IWM,B,flip_armed,LONG,188.40089808374,trending,,,,,,,
2024-01-30,IWM,B,pullback_entry,LONG,189.49030827536603,,1.0,57.006142267445846,23.152928899327208,197.11,,,
2024-04-10,IWM,B,flip_armed,SHORT,209.9978479842514,corrective,,,,,,,
2024-04-11,IWM,B,pullback_gate_fail,SHORT,,,1.0,46.20184262711886,12.711174103750116,,True,False,
2024-04-12,IWM,B,pullback_gate_fail,SHORT,,,2.0,40.384783400935305,13.139110019169088,,True,False,
2024-04-15,IWM,B,pullback_gate_fail,SHORT,,,3.0,36.56481097487182,14.16496136156562,,True,False,
2024-04-16,IWM,B,pullback_gate_fail,SHORT,,,4.0,35.56280871363015,15.446477672029156,,True,False,
2024-04-17,IWM,B,pullback_gate_fail,SHORT,,,5.0,32.99144227132878,16.469905100932117,,True,False,
2024-04-18,IWM,B,pullback_gate_fail,SHORT,,,6.0,32.658138238666226,17.606071724284355,,True,False,
2024-04-19,IWM,B,pullback_gate_fail,SHORT,,,7.0,33.739497328158436,18.835778617349852,,True,False,
2024-04-22,IWM,B,pullback_gate_fail,SHORT,,,8.0,39.18006774519959,19.13499204725351,,True,False,
2024-04-23,IWM,B,pullback_gate_fail,SHORT,,,9.0,46.39725654676609,18.296063301340997,,True,False,
2024-04-24,IWM,B,pullback_gate_fail,SHORT,,,10.0,45.06142177187967,17.517058037279373,,True,False,
2024-04-25,IWM,B,pullback_gate_fail,SHORT,,,11.0,42.95561180136322,17.554599904889137,,True,False,
2024-04-26,IWM,B,pullback_gate_fail,SHORT,,,12.0,47.16040209801765,16.865282861707374,,True,False,
2024-04-29,IWM,B,pullback_gate_fail,SHORT,,,13.0,50.47544783756337,15.70742264080321,,False,False,
2024-04-30,IWM,B,pullback_gate_fail,SHORT,,,14.0,42.8640091757284,15.542974449763092,,True,False,
2024-05-01,IWM,B,pullback_gate_fail,SHORT,,,15.0,43.75511730247069,14.858223404377847,,True,False,
2024-05-02,IWM,B,window_expired,SHORT,,,16.0,,,,,,
2024-05-03,IWM,B,flip_armed,LONG,193.58741833616406,corrective,,,,,,,
2024-05-06,IWM,B,pullback_gate_fail,LONG,,,1.0,58.88243408022391,13.927661876415371,,True,False,
2024-05-07,IWM,B,pullback_gate_fail,LONG,,,2.0,59.59501880121782,14.241843447941974,,True,False,
2024-05-08,IWM,B,pullback_gate_fail,LONG,,,3.0,57.071081506632,13.882072435501954,,True,False,
2024-05-09,IWM,B,pullback_gate_fail,LONG,,,4.0,60.38622979147288,14.090783899426217,,True,False,
2024-05-10,IWM,B,pullback_gate_fail,LONG,,,5.0,56.80752247650495,14.44628961898431,,True,False,
2024-05-13,IWM,B,pullback_gate_fail,LONG,,,6.0,57.53208567516457,14.77640207285968,,True,False,
2024-05-14,IWM,B,pullback_gate_fail,LONG,,,7.0,61.35860240465585,15.405565199620725,,True,False,
2024-05-15,IWM,B,pullback_gate_fail,LONG,,,8.0,65.11013550485228,16.448186513211784,,True,False,
2024-05-16,IWM,B,pullback_gate_fail,LONG,,,9.0,61.62656097119018,17.41633487583205,,True,False,
2024-05-17,IWM,B,pullback_gate_fail,LONG,,,10.0,61.750838535266055,18.02332790179649,,True,False,
2024-05-20,IWM,B,pullback_gate_fail,LONG,,,11.0,62.611492856406244,18.86030086535925,,True,False,
2024-05-21,IWM,B,pullback_gate_fail,LONG,,,12.0,61.79471971077789,19.537093119437,,True,False,
2024-05-22,IWM,B,pullback_gate_fail,LONG,,,13.0,56.664579561385686,19.2760727022103,,True,False,
2024-05-23,IWM,B,pullback_gate_fail,LONG,,,14.0,48.43878266568934,18.195579147881634,,False,False,
2024-05-24,IWM,B,pullback_gate_fail,LONG,,,15.0,53.24864849861863,17.192263704576447,,True,False,
2024-05-28,IWM,B,window_expired,LONG,,,16.0,,,,,,
2024-05-29,IWM,B,flip_armed,SHORT,209.3405046702649,corrective,,,,,,,
2024-05-30,IWM,B,pullback_gate_fail,SHORT,,,1.0,50.039377140051,14.688824666655687,,False,False,
2024-05-31,IWM,B,pullback_gate_fail,SHORT,,,2.0,53.52039318763415,14.27811464616687,,False,False,
2024-06-03,IWM,B,pullback_gate_fail,SHORT,,,3.0,51.15643046653378,14.288522579612028,,False,False,
2024-06-04,IWM,B,pullback_gate_fail,SHORT,,,4.0,45.22465021368061,13.687074348955806,,True,False,
2024-06-05,IWM,B,pullback_gate_fail,SHORT,,,5.0,51.93752419110613,13.596908670223163,,False,False,
2024-06-06,IWM,B,pullback_gate_fail,SHORT,,,6.0,48.95094821162516,13.513183397114283,,True,False,
2024-06-07,IWM,B,pullback_gate_fail,SHORT,,,7.0,44.45799166796018,12.616360965889376,,True,False,
2024-06-10,IWM,B,pullback_gate_fail,SHORT,,,8.0,46.15655609331278,12.381704889928944,,True,False,
2024-06-11,IWM,B,pullback_gate_fail,SHORT,,,9.0,43.59153564461653,12.365056721866337,,True,False,
2024-06-12,IWM,B,pullback_gate_fail,SHORT,,,10.0,50.58729992544844,12.708125180947052,,False,False,
2024-06-13,IWM,B,pullback_gate_fail,SHORT,,,11.0,46.89273358694752,12.132967608032134,,True,False,
2024-06-14,IWM,B,pullback_gate_fail,SHORT,,,12.0,41.43761568068247,11.678585450119865,,True,False,
2024-06-17,IWM,B,pullback_gate_fail,SHORT,,,13.0,45.106835068545074,10.973609922914603,,True,False,
2024-06-18,IWM,B,pullback_gate_fail,SHORT,,,14.0,45.76423576580659,10.287954003631945,,True,False,
2024-06-20,IWM,B,pullback_gate_fail,SHORT,,,15.0,44.09600089620022,9.70619730759305,,True,False,
2024-06-21,IWM,B,window_expired,SHORT,,,16.0,,,,,,
2024-07-11,IWM,B,flip_armed,LONG,201.73706256466923,trending,,,,,,,
2024-07-12,IWM,B,pullback_gate_fail,LONG,,,1.0,71.16728136047658,14.081397983165612,,True,False,
2024-07-15,IWM,B,pullback_gate_fail,LONG,,,2.0,75.43239469576758,16.806232873565147,,True,False,
2024-07-16,IWM,B,pullback_entry,LONG,212.67260110964386,,3.0,81.04801079022482,20.008295666205086,219.05,,,
2024-08-02,IWM,B,flip_armed,SHORT,223.14027831671189,corrective,,,,,,,
2024-08-05,IWM,B,pullback_entry,SHORT,216.45900048504072,,1.0,37.558132106057904,29.803362251188876,196.82,,,
2024-08-23,IWM,B,flip_armed,LONG,206.54575906579396,corrective,,,,,,,
2024-08-26,IWM,B,pullback_gate_fail,LONG,,,1.0,60.37072483120798,18.75483130264957,,True,False,
2024-08-27,IWM,B,pullback_gate_fail,LONG,,,2.0,57.638783621545834,18.613972630371617,,True,False,
2024-08-28,IWM,B,pullback_gate_fail,LONG,,,3.0,55.50256910898878,18.06803223886552,,True,False,
2024-08-29,IWM,B,pullback_gate_fail,LONG,,,4.0,57.30474383788908,17.96371482229826,,True,False,
2024-08-30,IWM,B,pullback_gate_fail,LONG,,,5.0,58.949063116336454,17.86684864977152,,True,False,
2024-09-03,IWM,B,pullback_gate_fail,LONG,,,6.0,48.89871693050959,16.675358213559267,,False,False,
2024-09-04,IWM,B,pullback_gate_fail,LONG,,,7.0,48.36773659713659,15.858185075491019,,False,False,
2024-09-05,IWM,B,pullback_gate_fail,LONG,,,8.0,46.807724227551645,15.302443638506265,,False,False,
2024-09-06,IWM,B,reflip_disarm,LONG,,,9.0,,,,,,
2024-09-06,IWM,B,flip_armed,SHORT,220.84393042432143,corrective,,,,,,,
2024-09-09,IWM,B,pullback_gate_fail,SHORT,,,1.0,42.708827605999915,15.941022109769978,,True,False,
2024-09-10,IWM,B,pullback_gate_fail,SHORT,,,2.0,42.51073186823836,16.592899731456463,,True,False,
2024-09-11,IWM,B,pullback_gate_fail,SHORT,,,3.0,43.526258293589244,17.519117403977397,,True,False,
2024-09-12,IWM,B,pullback_gate_fail,SHORT,,,4.0,48.49759777980073,17.22178907754246,,True,False,
2024-09-13,IWM,B,pullback_gate_fail,SHORT,,,5.0,56.4018428707208,16.220213918537187,,False,False,
2024-09-16,IWM,B,reflip_disarm,SHORT,,,6.0,,,,,,
2024-09-16,IWM,B,flip_armed,LONG,207.06101505886815,corrective,,,,,,,
2024-09-17,IWM,B,pullback_gate_fail,LONG,,,1.0,59.72795008269001,15.644284054942565,,True,False,
2024-09-18,IWM,B,pullback_gate_fail,LONG,,,2.0,59.863572036949925,16.335757621843108,,True,False,
2024-09-19,IWM,B,pullback_gate_fail,LONG,,,3.0,65.49485460989959,16.977840219679326,,True,False,
2024-09-20,IWM,B,pullback_gate_fail,LONG,,,4.0,60.790023760366495,17.505944861596486,,True,False,
2024-09-23,IWM,B,pullback_gate_fail,LONG,,,5.0,59.094272720129574,17.58159294308707,,True,False,
2024-09-24,IWM,B,pullback_gate_fail,LONG,,,6.0,59.60522000486168,17.49369278190356,,True,False,
2024-09-25,IWM,B,pullback_gate_fail,LONG,,,7.0,52.88634405721577,16.75732501986704,,True,False,
2024-09-26,IWM,B,pullback_gate_fail,LONG,,,8.0,54.62001326636357,16.22324770746691,,True,False,
2024-09-27,IWM,B,pullback_gate_fail,LONG,,,9.0,56.963050299152655,16.135357905042188,,True,False,
2024-09-30,IWM,B,pullback_gate_fail,LONG,,,10.0,57.988029156136314,15.687866240920352,,True,False,
2024-10-01,IWM,B,pullback_gate_fail,LONG,,,11.0,51.70663710294675,14.605840004317109,,True,False,
2024-10-02,IWM,B,pullback_gate_fail,LONG,,,12.0,51.13067414195845,13.604279303801789,,True,False,
2024-10-03,IWM,B,pullback_gate_fail,LONG,,,13.0,48.237417246033246,13.059271257213314,,False,False,
2024-10-04,IWM,B,pullback_gate_fail,LONG,,,14.0,54.063711556014866,12.585242554055245,,True,False,
2024-10-07,IWM,B,pullback_gate_fail,LONG,,,15.0,50.51353040586927,11.710782032663522,,True,False,
2024-10-08,IWM,B,window_expired,LONG,,,16.0,,,,,,
2024-10-31,IWM,B,flip_armed,SHORT,227.86549612171217,corrective,,,,,,,
2024-11-01,IWM,B,pullback_gate_fail,SHORT,,,1.0,47.68756515849479,10.428997077115328,,True,False,
2024-11-04,IWM,B,pullback_gate_fail,SHORT,,,2.0,50.08352274075138,9.692552867236314,,False,False,
2024-11-05,IWM,B,pullback_gate_fail,SHORT,,,3.0,58.13084757782168,9.818678837197085,,False,False,
2024-11-06,IWM,B,reflip_disarm,SHORT,,,4.0,,,,,,
2024-11-06,IWM,B,flip_armed,LONG,223.94793599454465,corrective,,,,,,,
2024-11-07,IWM,B,pullback_gate_fail,LONG,,,1.0,71.06892866577014,14.928852630849274,,True,False,
2024-11-08,IWM,B,pullback_gate_fail,LONG,,,2.0,72.5534575260055,17.265442662602904,,True,False,
