ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,low,high,rsi_ok,adx_slope_ok,rsi,adx_slope
2025-11-28,CRWD,B,no_pullback,LONG,1147.7302832381638,,6.0,1249.3274893321707,1283.348361283824,,,,
2025-12-01,CRWD,B,no_pullback,LONG,1170.2561902530097,,7.0,1270.0969917292264,1357.2349155432712,,,,
2025-12-02,CRWD,B,no_pullback,LONG,1170.2561902530097,,8.0,1275.2011190005062,1355.3171587996562,,,,
2025-12-03,CRWD,B,no_pullback,LONG,1178.417807878854,,9.0,1280.861431252038,1407.8390069402315,,,,
2025-12-04,CRWD,B,no_pullback,LONG,1238.388598837258,,10.0,1371.1134240096924,1437.570803702166,,,,
2025-12-05,CRWD,B,window_expired,LONG,,,11.0,,,,,,
2026-01-13,CRWD,B,flip_armed,SHORT,1571.883786327934,trending,,,,,,,
2026-01-14,CRWD,B,no_pullback,SHORT,1552.5755882254007,,1.0,1362.4528826730225,1432.356825041814,,,,
2026-01-15,CRWD,B,no_pullback,SHORT,1552.5755882254007,,2.0,1392.288411252729,1474.2322201548636,,,,
2026-01-16,CRWD,B,no_pullback,SHORT,1552.5755882254007,,3.0,1395.9744981552444,1471.2722388986135,,,,
2026-01-19,CRWD,B,pullback_gate_fail,SHORT,,,4.0,,,False,True,57.691802886888134,1.9638795339269368
2026-01-20,CRWD,B,pullback_gate_fail,SHORT,,,5.0,,,False,True,58.93442478734836,3.985359685160512
2026-01-21,CRWD,B,pullback_gate_fail,SHORT,,,6.0,,,False,True,59.755570209414394,0.9748701256319485
2026-01-22,CRWD,B,pullback_gate_fail,SHORT,,,7.0,,,False,True,61.41094265920668,2.186739422748996
2026-01-23,CRWD,B,reflip_disarm,SHORT,,,8.0,,,,,,
2026-01-23,CRWD,B,flip_armed,LONG,1412.8813251826255,trending,,,,,,,
2026-01-26,CRWD,B,no_pullback,LONG,1412.9248287976338,,1.0,1534.918241924779,1639.0663103732272,,,,
2026-01-27,CRWD,B,no_pullback,LONG,1412.9248287976338,,2.0,1531.5735803187895,1590.6678465234618,,,,
2026-01-28,CRWD,B,no_pullback,LONG,1412.9248287976338,,3.0,1455.3487247986145,1545.2901017169918,,,,
2026-01-29,CRWD,B,no_pullback,LONG,1412.9248287976338,,4.0,1472.6553682482825,1523.283537604363,,,,
2026-01-30,CRWD,B,no_pullback,LONG,1412.9248287976338,,5.0,1496.4829317665328,1545.3207282947553,,,,
2026-02-02,CRWD,B,no_pullback,LONG,1412.9248287976338,,6.0,1516.391893506291,1604.307539845143,,,,
2026-02-03,CRWD,B,no_pullback,LONG,1416.720422528568,,7.0,1560.8766078022625,1603.7739228596745,,,,
2026-02-04,CRWD,B,no_pullback,LONG,1416.720422528568,,8.0,1485.8665420885352,1590.7326400602167,,,,
2026-02-05,CRWD,B,no_pullback,LONG,1416.720422528568,,9.0,1487.3580221155162,1603.6153408677608,,,,
2026-02-06,CRWD,B,no_pullback,LONG,1416.720422528568,,10.0,1552.0801541541807,1623.854910738215,,,,
2026-02-09,CRWD,B,window_expired,LONG,,,11.0,,,,,,
2026-02-13,CRWD,B,flip_armed,SHORT,1598.2103333668947,trending,,,,,,,
2026-02-16,CRWD,B,no_pullback,SHORT,1528.7388399131082,,1.0,1322.2341484812416,1368.6082332533756,,,,
2026-02-17,CRWD,B,no_pullback,SHORT,1476.865130664502,,2.0,1269.0472268444873,1326.1565864162137,,,,
2026-02-18,CRWD,B,no_pullback,SHORT,1447.7657796775102,,3.0,1256.7194362374853,1296.332025316537,,,,
2026-02-19,CRWD,B,no_pullback,SHORT,1429.657473339173,,4.0,1201.4799831038024,1300.2285780703646,,,,
2026-02-20,CRWD,B,no_pullback,SHORT,1393.3009481027048,,5.0,1201.9245515316145,1242.5292489905603,,,,
2026-02-23,CRWD,B,no_pullback,SHORT,1371.0839492085881,,6.0,1148.597702653257,1239.957173983758,,,,
2026-02-24,CRWD,B,no_pullback,SHORT,1321.1767051935615,,7.0,1137.83972088013,1170.1212202299416,,,,
2026-02-25,CRWD,B,no_pullback,SHORT,1321.1767051935615,,8.0,1125.8952214238855,1204.6157651310084,,,,
2026-02-26,CRWD,B,no_pullback,SHORT,1321.1767051935615,,9.0,1176.3530517693093,1222.2724246454864,,,,
2026-02-27,CRWD,B,no_pullback,SHORT,1321.1767051935615,,10.0,1166.7281251437148,1225.330584724092,,,,
2026-03-02,CRWD,B,window_expired,SHORT,,,11.0,,,,,,
2024-09-13,GOOGL,B,flip_armed,SHORT,490.4296071306046,corrective,,,,,,,
2024-09-16,GOOGL,B,no_pullback,SHORT,477.3288982727385,,1.0,411.2622764732391,435.101410088044,,,,
2024-09-17,GOOGL,B,no_pullback,SHORT,465.35784631181684,,2.0,398.0182030448254,422.8279280769643,,,,
2024-09-18,GOOGL,B,no_pullback,SHORT,460.72165987173213,,3.0,399.9521611190827,415.0564225548423,,,,
2024-09-19,GOOGL,B,no_pullback,SHORT,460.72165987173213,,4.0,407.8873005175081,420.2036699072632,,,,
2024-09-20,GOOGL,B,no_pullback,SHORT,460.72165987173213,,5.0,413.3271480395186,428.32499917645066,,,,
2024-09-23,GOOGL,B,no_pullback,SHORT,460.72165987173213,,6.0,413.3146037556362,425.93934428753056,,,,
2024-09-24,GOOGL,B,no_pullback,SHORT,460.72165987173213,,7.0,414.95062104612003,429.4549860055649,,,,
2024-09-25,GOOGL,B,no_pullback,SHORT,460.72165987173213,,8.0,410.01480122965876,422.59382891583533,,,,
2024-09-26,GOOGL,B,no_pullback,SHORT,460.72165987173213,,9.0,410.44201434202876,429.99666876464266,,,,
2024-09-27,GOOGL,B,no_pullback,SHORT,460.03648480531,,10.0,409.8670237048783,422.1392087934431,,,,
2024-09-30,GOOGL,B,window_expired,SHORT,,,11.0,,,,,,
2024-10-04,GOOGL,B,flip_armed,LONG,404.43160083742447,corrective,,,,,,,
2024-10-07,GOOGL,B,no_pullback,LONG,425.16432684300827,,1.0,464.62336284774295,487.45531980202577,,,,
2024-10-08,GOOGL,B,no_pullback,LONG,425.16432684300827,,2.0,458.83614555712796,478.75086065224104,,,,
2024-10-09,GOOGL,B,no_pullback,LONG,425.16432684300827,,3.0,449.93809478935015,469.32228762425103,,,,
2024-10-10,GOOGL,B,no_pullback,LONG,425.16432684300827,,4.0,458.6528328038742,482.8461685380367,,,,
2024-10-11,GOOGL,B,no_pullback,LONG,425.16432684300827,,5.0,466.0394259025611,484.0399434520951,,,,
2024-10-14,GOOGL,B,no_pullback,LONG,425.16432684300827,,6.0,458.2119899587982,479.9148994336012,,,,
2024-10-15,GOOGL,B,no_pullback,LONG,426.66446394648335,,7.0,468.8091654540859,484.606022236868,,,,
2024-10-16,GOOGL,B,no_pullback,LONG,436.83670430029974,,8.0,479.2086502840695,489.87613398536723,,,,
2024-10-17,GOOGL,B,no_pullback,LONG,437.4342889371839,,9.0,476.1932288703066,492.89794534172313,,,,
2024-10-18,GOOGL,B,no_pullback,LONG,443.761335912469,,10.0,481.71838968726195,499.4908479958817,,,,
2024-10-21,GOOGL,B,window_expired,LONG,,,11.0,,,,,,
2024-12-05,GOOGL,B,flip_armed,SHORT,741.1795768919815,trending,,,,,,,
2024-12-06,GOOGL,B,no_pullback,SHORT,710.3136812470641,,1.0,605.1045234855327,640.2029876734562,,,,
2024-12-09,GOOGL,B,no_pullback,SHORT,703.7551771716662,,2.0,604.0820609957566,631.7876384292192,,,,
2024-12-10,GOOGL,B,no_pullback,SHORT,701.2358243948248,,3.0,609.907708570212,628.6941367186816,,,,
2024-12-11,GOOGL,B,no_pullback,SHORT,698.1780046189793,,4.0,611.4951023745634,628.7504232666645,,,,
2024-12-12,GOOGL,B,no_pullback,SHORT,698.1780046189793,,5.0,612.1608818965755,635.0002480917358,,,,
2024-12-13,GOOGL,B,no_pullback,SHORT,698.1780046189793,,6.0,625.4836247792837,659.2742970006017,,,,
2024-12-16,GOOGL,B,pullback_gate_fail,SHORT,,,7.0,,,False,True,57.871920042023845,0.8805631881996021
2024-12-17,GOOGL,B,pullback_gate_fail,SHORT,,,8.0,,,False,True,53.92782152385798,1.8411741156668882
2024-12-18,GOOGL,B,pullback_gate_fail,SHORT,,,9.0,,,False,True,55.52757046349752,1.5781492420001868
2024-12-19,GOOGL,B,pullback_gate_fail,SHORT,,,10.0,,,False,True,56.54951771048849,1.3526993502858744
2024-12-20,GOOGL,B,window_expired,SHORT,,,11.0,,,,,,
2024-12-25,GOOGL,B,flip_armed,LONG,598.0181536433031,corrective,,,,,,,
2024-12-26,GOOGL,B,no_pullback,LONG,622.4463295611698,,1.0,690.3484166297071,714.7635983166323,,,,
2024-12-27,GOOGL,B,no_pullback,LONG,622.4463295611698,,2.0,669.9455475733946,707.7331618317014,,,,
2024-12-30,GOOGL,B,no_pullback,LONG,622.4463295611698,,3.0,684.4590322038905,708.094411387946,,,,
2024-12-31,GOOGL,B,no_pullback,LONG,631.0864812933819,,4.0,697.5659513110086,717.1277008467723,,,,
2025-01-01,GOOGL,B,no_pullback,LONG,637.2289678076985,,5.0,699.4635690928749,725.0624051799999,,,,
2025-01-02,GOOGL,B,no_pullback,LONG,657.5565670943868,,6.0,718.6258762710119,744.4711091479718,,,,
2025-01-03,GOOGL,B,no_pullback,LONG,667.2831904335535,,7.0,727.4733841733779,753.0835414284584,,,,
2025-01-06,GOOGL,B,no_pullback,LONG,667.2831904335535,,8.0,723.165752011556,747.6689419052433,,,,
2025-01-07,GOOGL,B,no_pullback,LONG,668.814096449863,,9.0,725.1885915316237,758.2481645791607,,,,
2025-01-08,GOOGL,B,no_pullback,LONG,687.7553723511044,,10.0,744.9706987532713,778.5648069245085,,,,
2025-01-09,GOOGL,B,window_expired,LONG,,,11.0,,,,,,
2025-06-16,GOOGL,B,flip_armed,SHORT,1654.3929267667777,trending,,,,,,,
2025-06-17,GOOGL,B,no_pullback,SHORT,1650.1587457078201,,1.0,1429.800277286872,1506.4620701415458,,,,
2025-06-18,GOOGL,B,no_pullback,SHORT,1639.6293790396364,,2.0,1442.1841427753968,1487.0113714020495,,,,
2025-06-19,GOOGL,B,no_pullback,SHORT,1639.6293790396364,,3.0,1457.5331166677067,1539.404234173633,,,,
2025-06-20,GOOGL,B,no_pullback,SHORT,1639.6293790396364,,4.0,1499.2351498878922,1543.4543323769096,,,,
2025-06-23,GOOGL,B,pullback_gate_fail,SHORT,,,5.0,,,False,True,60.376085806640475,0.3170846245468937
2025-06-24,GOOGL,B,pullback_gate_fail,SHORT,,,6.0,,,False,True,65.14689474439209,1.9787834921443164
2025-06-25,GOOGL,B,pullback_gate_fail,SHORT,,,7.0,,,False,True,61.942945064895795,1.6961001361236967
2025-06-26,GOOGL,B,pullback_gate_fail,SHORT,,,8.0,,,False,True,63.67583064868198,0.8675854236603229
2025-06-27,GOOGL,B,pullback_gate_fail,SHORT,,,9.0,,,False,True,63.84836314272913,0.8522962847753135
2025-06-30,GOOGL,B,reflip_disarm,SHORT,,,10.0,,,,,,
2025-06-30,GOOGL,B,flip_armed,LONG,1498.4905156493296,trending,,,,,,,
2025-07-01,GOOGL,B,no_pullback,LONG,1498.4905156493296,,1.0,1646.089496741657,1691.9523297471044,,,,
2025-07-02,GOOGL,B,no_pullback,LONG,1498.4905156493296,,2.0,1624.3477281902094,1693.0876113204172,,,,
2025-07-03,GOOGL,B,pullback_gate_fail,LONG,,,3.0,,,True,False,51.47189938925985,-5.717543873097881
2025-07-04,GOOGL,B,pullback_gate_fail,LONG,,,4.0,,,True,False,53.32676155773393,-4.260396125147608
2025-07-07,GOOGL,B,no_pullback,LONG,1498.4905156493296,,5.0,1560.061194759002,1597.7660526129798,,,,
2025-07-08,GOOGL,B,pullback_gate_fail,LONG,,,6.0,,,False,False,48.513473699130046,-0.25622097880968653
2025-07-09,GOOGL,B,pullback_entry,LONG,1498.4905156493296,,7.0,1479.7441657360866,,,,51.54416248724509,1.0160493351846611
2025-08-28,GOOGL,B,flip_armed,SHORT,2249.014501701986,corrective,,,,,,,
2025-08-29,GOOGL,B,no_pullback,SHORT,2153.735663179935,,1.0,1865.4772854472503,1944.5923908723178,,,,
2025-09-01,GOOGL,B,no_pullback,SHORT,2153.735663179935,,2.0,1920.2908043019095,2029.5959840785881,,,,
2025-09-02,GOOGL,B,no_pullback,SHORT,2153.735663179935,,3.0,1920.3380251833134,1985.1415393370728,,,,
2025-09-03,GOOGL,B,no_pullback,SHORT,2153.735663179935,,4.0,1951.1748921090843,2039.7883120466834,,,,
2025-09-04,GOOGL,B,no_pullback,SHORT,2153.735663179935,,5.0,1940.9235953796012,2024.1629687750644,,,,
2025-09-05,GOOGL,B,no_pullback,SHORT,2153.735663179935,,6.0,1951.040209605542,2032.6305206738264,,,,
2025-09-08,GOOGL,B,no_pullback,SHORT,2153.735663179935,,7.0,1916.6542864060725,2002.2030028818958,,,,
2025-09-09,GOOGL,B,no_pullback,SHORT,2143.567368576435,,8.0,1850.7950306386272,1963.135087730179,,,,
2025-09-10,GOOGL,B,no_pullback,SHORT,2143.567368576435,,9.0,1846.0036760055002,1978.5970571624118,,,,
2025-09-11,GOOGL,B,no_pullback,SHORT,2143.567368576435,,10.0,1890.0474848381643,1974.7103877050804,,,,
2025-09-12,GOOGL,B,window_expired,SHORT,,,11.0,,,,,,
2025-10-21,GOOGL,B,flip_armed,LONG,1534.4463275668368,trending,,,,,,,
2025-10-22,GOOGL,B,no_pullback,LONG,1581.4623421553745,,1.0,1748.8493440460293,1822.413404415972,,,,
2025-10-23,GOOGL,B,no_pullback,LONG,1581.4623421553745,,2.0,1703.072663473198,1767.2387237028734,,,,
2025-10-24,GOOGL,B,no_pullback,LONG,1581.4623421553745,,3.0,1651.9713529891155,1743.321367919895,,,,
2025-10-27,GOOGL,B,pullback_gate_fail,LONG,,,4.0,,,False,False,47.01728974108118,-4.298794984778631
2025-10-28,GOOGL,B,no_pullback,LONG,1581.4623421553745,,5.0,1654.5934130187918,1701.358401660201,,,,
2025-10-29,GOOGL,B,pullback_gate_fail,LONG,,,6.0,,,False,False,43.29253869057686,-1.2290767419225865
2025-10-30,GOOGL,B,pullback_gate_fail,LONG,,,7.0,,,False,False,43.99776486048751,-1.0534943502193599
2025-10-31,GOOGL,B,pullback_gate_fail,LONG,,,8.0,,,False,False,42.63911598225917,-0.5025575739881241
2025-11-03,GOOGL,B,pullback_entry,LONG,1581.4623421553745,,9.0,1603.215747961704,,,,55.248336671159805,0.25129614748246
2025-11-27,GOOGL,B,flip_armed,SHORT,2236.9121728330083,corrective,,,,,,,
2025-11-28,GOOGL,B,no_pullback,SHORT,2179.217297450691,,1.0,1895.218282877781,1981.4751481387814,,,,
2025-12-01,GOOGL,B,no_pullback,SHORT,2135.699787411949,,2.0,1874.8426768121851,1933.6074592809787,,,,
2025-12-02,GOOGL,B,no_pullback,SHORT,2135.699787411949,,3.0,1902.8696154005384,2052.411420053271,,,,
2025-12-03,GOOGL,B,pullback_gate_fail,SHORT,,,4.0,,,False,False,56.966531114607086,-1.5169947377465007
2025-12-04,GOOGL,B,pullback_gate_fail,SHORT,,,5.0,,,False,False,60.289515745336146,-1.396562522775831
2025-12-05,GOOGL,B,pullback_gate_fail,SHORT,,,6.0,,,False,False,61.15389522363532,-1.1037010165359256
2025-12-08,GOOGL,B,reflip_disarm,SHORT,,,7.0,,,,,,
2025-12-08,GOOGL,B,flip_armed,LONG,1892.9036151608077,corrective,,,,,,,
2025-12-09,GOOGL,B,no_pullback,LONG,1979.5753223573442,,1.0,2133.236196574228,2333.185696074066,,,,
2025-12-10,GOOGL,B,no_pullback,LONG,2102.951822334038,,2.0,2304.4063582881217,2411.6764607522755,,,,
2025-12-11,GOOGL,B,no_pullback,LONG,2156.7387697294344,,3.0,2364.980089717079,2450.3373236366797,,,,
2025-12-12,GOOGL,B,no_pullback,LONG,2156.7387697294344,,4.0,2318.540807059614,2430.5691123112765,,,,
2025-12-15,GOOGL,B,no_pullback,LONG,2156.7387697294344,,5.0,2319.7831032840045,2426.8236746560515,,,,
2025-12-16,GOOGL,B,no_pullback,LONG,2156.7387697294344,,6.0,2328.075514576817,2478.254397797314,,,,
2025-12-17,GOOGL,B,no_pullback,LONG,2248.0390140171257,,7.0,2460.417541543082,2572.9502062023985,,,,
2025-12-18,GOOGL,B,no_pullback,LONG,2262.078902688083,,8.0,2487.920351204112,2551.6760526202074,,,,
2025-12-19,GOOGL,B,no_pullback,LONG,2262.078902688083,,9.0,2457.0971114034473,2561.9791980029695,,,,
2025-12-22,GOOGL,B,no_pullback,LONG,2262.078902688083,,10.0,2435.624633955117,2521.9569651844495,,,,
2025-12-23,GOOGL,B,window_expired,LONG,,,11.0,,,,,,
2026-01-08,GOOGL,B,flip_armed,SHORT,2889.613656154106,trending,,,,,,,
2026-01-09,GOOGL,B,no_pullback,SHORT,2869.56731935831,,1.0,2512.9460351561656,2610.2471328241586,,,,
2026-01-12,GOOGL,B,no_pullback,SHORT,2844.9197547808158,,2.0,2493.3306218111256,2592.551249995601,,,,
2026-01-13,GOOGL,B,no_pullback,SHORT,2779.3117212202374,,3.0,2366.5326387121445,2554.530166069992,,,,
2026-01-14,GOOGL,B,no_pullback,SHORT,2724.6030970729553,,4.0,2349.97778797516,2466.941817510551,,,,
2026-01-15,GOOGL,B,no_pullback,SHORT,2674.5231618599623,,5.0,2347.3470482910634,2404.2099131868085,,,,
2026-01-16,GOOGL,B,no_pullback,SHORT,2674.5231618599623,,6.0,2330.211024436706,2430.995581050835,,,,
2026-01-19,GOOGL,B,no_pullback,SHORT,2663.8156084135176,,7.0,2321.4012324523305,2425.074111138966,,,,
2026-01-20,GOOGL,B,no_pullback,SHORT,2590.356473921538,,8.0,2280.309262680845,2345.012020393659,,,,
2026-01-21,GOOGL,B,no_pullback,SHORT,2590.356473921538,,9.0,2300.778763346493,2399.378214637498,,,,
2026-01-22,GOOGL,B,no_pullback,SHORT,2590.356473921538,,10.0,2294.341893948657,2364.1763097848443,,,,
2026-01-23,GOOGL,B,window_expired,SHORT,,,11.0,,,,,,
2026-02-13,GOOGL,B,flip_armed,LONG,2188.144861711584,trending,,,,,,,
2026-02-16,GOOGL,B,no_pullback,LONG,2364.8065240649566,,1.0,2638.0443065321333,2722.9483927291026,,,,
2026-02-17,GOOGL,B,no_pullback,LONG,2364.8065240649566,,2.0,2553.0390154867855,2697.039257172578,,,,
2026-02-18,GOOGL,B,no_pullback,LONG,2364.8065240649566,,3.0,2554.598161034796,2672.660709875726,,,,
2026-02-19,GOOGL,B,no_pullback,LONG,2364.8065240649566,,4.0,2590.4068498867214,2703.1950672665657,,,,
2026-02-20,GOOGL,B,no_pullback,LONG,2415.695457935258,,5.0,2673.7903956024375,2772.0232595401985,,,,
2026-02-23,GOOGL,B,no_pullback,LONG,2452.8286566125303,,6.0,2690.193415412001,2846.695310903934,,,,
2026-02-24,GOOGL,B,no_pullback,LONG,2459.1779599097854,,7.0,2709.9812983213237,2842.984488238746,,,,
2026-02-25,GOOGL,B,no_pullback,LONG,2557.1918583003085,,8.0,2814.928986168796,2926.278234827742,,,,
2026-02-26,GOOGL,B,no_pullback,LONG,2597.424071440399,,9.0,2848.5917649401536,2972.2032988537953,,,,
2026-02-27,GOOGL,B,no_pullback,LONG,2597.424071440399,,10.0,2823.625035373651,2933.305421754993,,,,
2026-03-02,GOOGL,B,window_expired,LONG,,,11.0,,,,,,
2024-08-13,IWM,B,flip_armed,SHORT,322.3813792685096,corrective,,,,,,,
2024-08-14,IWM,B,no_pullback,SHORT,316.2163277891793,,1.0,277.1164806892809,290.0438686672873,,,,
2024-08-15,IWM,B,no_pullback,SHORT,314.0406461043948,,2.0,272.31919321720636,288.7844133337168,,,,
2024-08-16,IWM,B,no_pullback,SHORT,314.0406461043948,,3.0,276.0858302480779,295.4452585849885,,,,
2024-08-19,IWM,B,no_pullback,SHORT,314.0406461043948,,4.0,291.84786042883974,302.77410049986094,,,,
2024-08-20,IWM,B,no_pullback,SHORT,314.0406461043948,,5.0,292.37105424484497,301.8157578070392,,,,
2024-08-21,IWM,B,no_pullback,SHORT,314.0406461043948,,6.0,287.5684293485031,296.1271286999265,,,,
2024-08-22,IWM,B,no_pullback,SHORT,314.0406461043948,,7.0,281.57711480443703,291.2901167961693,,,,
2024-08-23,IWM,B,no_pullback,SHORT,314.0406461043948,,8.0,286.11759108419636,303.78246830578456,,,,
2024-08-26,IWM,B,no_pullback,SHORT,314.0406461043948,,9.0,291.9756187223948,302.1497370696464,,,,
2024-08-27,IWM,B,pullback_gate_fail,SHORT,,,10.0,,,False,True,60.31237643946363,2.5876940514032043
2024-08-28,IWM,B,window_expired,SHORT,,,11.0,,,,,,
2024-08-29,IWM,B,flip_armed,LONG,283.5176988872992,corrective,,,,,,,
2024-08-30,IWM,B,no_pullback,LONG,291.54994869575296,,1.0,318.6073890815256,331.4298211220711,,,,
2024-09-02,IWM,B,no_pullback,LONG,292.6163077851026,,2.0,319.2516538113869,333.1974327680132,,,,
2024-09-03,IWM,B,no_pullback,LONG,292.6163077851026,,3.0,314.5561194639775,325.32595810571587,,,,
2024-09-04,IWM,B,no_pullback,LONG,292.6163077851026,,4.0,315.7463195480106,326.0323124605762,,,,
2024-09-05,IWM,B,no_pullback,LONG,295.7607395364004,,5.0,322.2044860220891,332.41207773185744,,,,
2024-09-06,IWM,B,no_pullback,LONG,295.77043898430964,,6.0,321.5436942959336,332.0218254755001,,,,
2024-09-09,IWM,B,pullback_gate_fail,LONG,,,7.0,,,True,False,50.75395211706646,-4.672937487987355
2024-09-10,IWM,B,no_pullback,LONG,295.77043898430964,,8.0,307.5223221270722,323.2989549624901,,,,
2024-09-11,IWM,B,no_pullback,LONG,295.77043898430964,,9.0,318.8466224713501,331.01427779154415,,,,
2024-09-12,IWM,B,no_pullback,LONG,295.77043898430964,,10.0,315.1157814923438,332.66845878669676,,,,
2024-09-13,IWM,B,window_expired,LONG,,,11.0,,,,,,
2024-10-23,IWM,B,flip_armed,SHORT,396.82977232974423,trending,,,,,,,
2024-10-24,IWM,B,no_pullback,SHORT,387.4634234130898,,1.0,336.54499083722675,351.7365882864657,,,,
2024-10-25,IWM,B,no_pullback,SHORT,382.1053775180604,,2.0,330.4855432444626,347.3248283211007,,,,
2024-10-28,IWM,B,no_pullback,SHORT,382.1053775180604,,3.0,334.22138759986973,346.96867262799526,,,,
2024-10-29,IWM,B,no_pullback,SHORT,382.1053775180604,,4.0,336.7973503145655,348.42795136938054,,,,
2024-10-30,IWM,B,no_pullback,SHORT,382.1053775180604,,5.0,341.8209780495544,351.50859211830414,,,,
2024-10-31,IWM,B,no_pullback,SHORT,382.1053775180604,,6.0,337.65363784030484,351.75420093060364,,,,
2024-11-01,IWM,B,no_pullback,SHORT,378.7069834693747,,7.0,332.27286132092615,347.71275721088136,,,,
2024-11-04,IWM,B,no_pullback,SHORT,376.0369816232897,,8.0,335.6884311702115,343.0294893968174,,,,
2024-11-05,IWM,B,no_pullback,SHORT,376.0369816232897,,9.0,335.60518903817876,352.7917366231966,,,,
2024-11-06,IWM,B,pullback_gate_fail,SHORT,,,10.0,,,False,False,56.98273748228079,-1.9797034316454187
2024-11-07,IWM,B,window_expired,SHORT,,,11.0,,,,,,
2024-11-12,IWM,B,flip_armed,LONG,337.92883739251977,trending,,,,,,,
2024-11-13,IWM,B,no_pullback,LONG,337.92883739251977,,1.0,359.12334590281506,381.5294840844626,,,,
2024-11-14,IWM,B,no_pullback,LONG,337.92883739251977,,2.0,364.13956544470483,376.3679870546318,,,,
2024-11-15,IWM,B,no_pullback,LONG,337.92883739251977,,3.0,354.44757784633845,374.9881729738003,,,,
2024-11-18,IWM,B,pullback_gate_fail,LONG,,,4.0,,,False,False,45.82098111516089,-1.8326294624503667
2024-11-19,IWM,B,no_pullback,LONG,337.92883739251977,,5.0,348.22107267070845,361.8877335353222,,,,
2024-11-20,IWM,B,no_pullback,LONG,337.92883739251977,,6.0,357.3039170988112,371.0977268431016,,,,
2024-11-21,IWM,B,no_pullback,LONG,337.92883739251977,,7.0,356.0577049352063,363.52072162200034,,,,
2024-11-22,IWM,B,no_pullback,LONG,337.92883739251977,,8.0,361.9094194710154,369.911976857236,,,,
2024-11-25,IWM,B,no_pullback,LONG,337.92883739251977,,9.0,363.94757207617425,377.73113724880176,,,,
2024-11-26,IWM,B,no_pullback,LONG,343.4394192196856,,10.0,372.3987220226297,386.910339891866,,,,
2024-11-27,IWM,B,window_expired,LONG,,,11.0,,,,,,
2025-01-14,IWM,B,flip_armed,SHORT,551.0787581598905,corrective,,,,,,,
2025-01-15,IWM,B,no_pullback,SHORT,535.1856536586756,,1.0,464.0350695650065,484.2504136400742,,,,
2025-01-16,IWM,B,no_pullback,SHORT,535.1856536586756,,2.0,465.9728385115403,488.4832317037562,,,,
2025-01-17,IWM,B,no_pullback,SHORT,535.1856536586756,,3.0,479.91815657125613,496.40892400899736,,,,
2025-01-20,IWM,B,no_pullback,SHORT,535.1856536586756,,4.0,480.89164300386466,505.67607014387147,,,,
2025-01-21,IWM,B,pullback_gate_fail,SHORT,,,5.0,,,False,True,62.418712680329186,1.068210527790427
2025-01-22,IWM,B,pullback_gate_fail,SHORT,,,6.0,,,False,True,64.64838485984782,1.7161255744963455
2025-01-23,IWM,B,pullback_gate_fail,SHORT,,,7.0,,,False,True,64.37254408924261,2.3807647226955737
2025-01-24,IWM,B,reflip_disarm,SHORT,,,8.0,,,,,,
2025-01-24,IWM,B,flip_armed,LONG,475.9763377096413,corrective,,,,,,,
2025-01-27,IWM,B,no_pullback,LONG,496.30509835334976,,1.0,540.8506187683123,568.9240800215417,,,,
2025-01-28,IWM,B,no_pullback,LONG,501.72239919581835,,2.0,550.2553313135999,567.0197065921519,,,,
2025-01-29,IWM,B,no_pullback,LONG,501.72239919581835,,3.0,537.355886560723,557.8104870246386,,,,
2025-01-30,IWM,B,no_pullback,LONG,501.72239919581835,,4.0,529.2104173467644,547.5609464906476,,,,
2025-01-31,IWM,B,no_pullback,LONG,501.72239919581835,,5.0,536.2176167548375,558.4625651867196,,,,
2025-02-03,IWM,B,no_pullback,LONG,503.956006627291,,6.0,539.6929474599534,595.9090103531593,,,,
2025-02-04,IWM,B,no_pullback,LONG,531.0851098243841,,7.0,583.4370133216443,603.8712995379586,,,,
2025-02-05,IWM,B,no_pullback,LONG,531.1501039887229,,8.0,580.6223717382509,607.981868519642,,,,
2025-02-06,IWM,B,no_pullback,LONG,545.7235788884702,,9.0,593.5507643629595,629.5892805698065,,,,
2025-02-07,IWM,B,no_pullback,LONG,549.5917713625289,,10.0,603.1214756656539,626.0498553336404,,,,
2025-02-10,IWM,B,window_expired,LONG,,,11.0,,,,,,
2025-02-13,IWM,B,flip_armed,SHORT,625.8955902313425,corrective,,,,,,,
2025-02-14,IWM,B,no_pullback,SHORT,623.3405751836814,,1.0,538.8047547908408,575.5681069694881,,,,
2025-02-17,IWM,B,no_pullback,SHORT,623.3405751836814,,2.0,565.170740562623,585.004915734078,,,,
2025-02-18,IWM,B,no_pullback,SHORT,623.3405751836814,,3.0,560.7518139797082,592.4911861177906,,,,
2025-02-19,IWM,B,no_pullback,SHORT,623.3405751836814,,4.0,550.8896048361175,570.7955135779463,,,,
2025-02-20,IWM,B,no_pullback,SHORT,618.0197831211901,,5.0,546.4066557789957,564.658072465377,,,,
2025-02-21,IWM,B,no_pullback,SHORT,601.9716502790067,,6.0,522.1435689088147,553.596107936933,,,,
2025-02-24,IWM,B,no_pullback,SHORT,592.3662178905437,,7.0,519.173663687832,539.8415617307547,,,,
2025-02-25,IWM,B,no_pullback,SHORT,584.9862811440702,,8.0,509.6985525147337,534.651864469682,,,,
2025-02-26,IWM,B,no_pullback,SHORT,584.9862811440702,,9.0,524.6809396847765,536.5934233635152,,,,
